Protein	i10	i11	i12	i13	i14	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i5	i53	i55	i56	i57	i58	i59	i60	i61	i62	i63	i64	i69	i7	i71	i72	i73	i74	i75	i76	i77	i78	i79	i8	i80	i85	i87	i88	i89	i9	i90	i91	i92	i93	i94	i95	i96
O94832	-0.510456708	-1.016009976	-0.339073425	-0.298302384	0.350213439	1.328729503	-0.66289743	-0.257392716	-0.737190814	-0.257392716	-0.813911233	0.701679586	-0.813911233	1.209253686	-0.813911233	0.216753622	0.067451956	-1.170618416	-0.329988879	-0.267094542	-0.523019978	-0.662460302	-0.106471867	1.979988609	1.532659425	0.71010382	1.012506499	-1.176725564	-0.80554736	-0.927799751	-0.124833788	-0.4429053	-0.652288489	2.318326477	0.659032787	1.059931579	-1.33544966	0.674048649	-0.201402847	0.304679204	-0.257392716	-0.16304225	0.291687741	-0.834280714	1.328729503	0.157992217	-0.295083676	-0.211875662	-0.359442906	-0.607001293	0.661671929	0.047289955	-0.257392716	0.082261572	-0.547118605	-0.257392716	0.166129269	-0.257392716	0.034705756	0.040573402	0.51190382	0.61069811
O94929	-0.014307911	0.582992898	0.399108215	0.685196246	-0.07629597	0.625337452	-0.488892591	0.469734865	-0.387836946	-0.302614981	-0.193684882	-0.916979862	0.184608971	0.315489476	-0.598018435	-0.767092139	-0.884266601	0.397164676	-0.485762856	-0.501948549	-0.394800621	0.102275674	-0.079772778	-0.066905257	-0.435326552	0.656844028	-0.936062062	0.312554177	0.433193377	0.481074274	0.649642295	-0.087613292	0.130423248	0.370517422	0.796033628	-0.013817827	0.155179575	-0.647323084	0.905053694	-0.232613428	-0.168389099	-0.547095793	0.623416458	-0.260065462	0.110877999	-0.072585294	0.265468086	0.063767247	-0.196025572	0.100174714	-0.507022753	-0.600481896	0.026370882	0.207402075	-0.060030852	0.605673946	0.279069772	-0.192216999	-0.081509412	0.686125632	-0.566210395	0.605673946
O95218	-0.238524114	0.175985144	0.260356841	0.219856488	-0.310709527	0.046128757	0.52047206	0.208315079	0.482371477	0.434647598	0.482371477	0.700800156	0.13529682	0.00790081	0.19590835	0.175985144	0.411479109	0.175985144	0.469628829	0.142795517	-0.163828	0.709477681	0.469628829	0.175985144	0.368179359	0.175985144	-0.356047596	0.226315348	0.188235902	0.469628829	0.175985144	0.469628829	0.286226571	-0.284883689	0.120552513	0.380922006	0.175985144	-0.364509912	0.175985144	0.439071726	0.00790081	-0.117641406	0.274053368	0.472443211	0.00790081	0.368179359	0.188235902	-0.152473777	-0.071024643	0.043552876	-0.13622323	0.140804343	0.734633923	-0.284883689	0.058379514	0.500887245	-0.345495219	0.221982571	0.180444428	0.500887245	0.196260921	0.108301755
O95373	-0.221603545	0.315062043	-0.130480434	0.334495553	-0.033219363	0.319339945	-0.491978369	0.276354321	-0.017023092	0.172146371	-0.017023092	0.345816648	-0.065249433	0.284591186	0.082602579	0.227124602	-0.218521267	0.214201332	-0.100900313	0.308329214	-0.081698657	0.124737634	-0.11697881	0.227124602	0.079571741	0.135165961	-0.14987982	-0.26209192	0.334495553	-0.066991549	0.334495553	0.060787981	0.162724071	0.0268991	0.241677085	-0.065914464	0.316122663	-0.285344026	0.315062043	-0.127766763	0.354830385	-0.038137336	0.124737634	-0.537333663	0.274413962	-0.221603545	0.283335335	-0.023135362	-0.023288514	0.275533586	-0.208885894	-0.078715382	0.232574222	0.0268991	0.191372399	0.354830385	-0.127766763	0.182669855	0.0268991	0.334495553	-0.341288141	0.354830385
O95399	0.300928578	0.208487811	0.041367709	0.019794145	0.681020952	0.550857848	0.316678964	0.71158894	0.256505084	0.511206177	-0.436120283	0.434811526	-0.178747769	1.101311018	-0.770903516	1.555749768	0.312146035	-0.235642675	-0.315332472	0.622189365	-0.530635834	-0.031008128	0.295708266	0.742584527	0.153740045	0.094795931	-0.344320528	-0.256778496	0.054977075	-0.162218435	0.502051715	0.070232862	0.381089337	0.112089908	-0.108931091	0.062346205	0.979458501	-0.875676915	-0.240781179	-0.258776811	-0.159307453	-0.952303054	0.117872943	-1.378170663	-0.451512214	-1.119326622	0.062782402	-0.487903861	0.180397074	-0.167211414	-0.830754504	-0.847553312	0.036521775	-0.972273467	0.923794006	-0.267490023	-0.850435624	0.442691618	-0.659129751	0.7522489	0.15157679	0.448570873
O95433	-0.476959843	0.498157474	0.073233365	-0.203969364	-0.415626919	-0.50170708	0.064795293	0.061028723	0.741110077	-0.129690023	0.777821495	0.263445915	0.639496817	0.108770064	0.952857592	0.162204102	0.892115057	-0.109628889	0.048992778	-0.01451018	0.566380442	-0.237375859	0.85835549	0.088377365	0.399203482	0.065405252	-0.066742138	-0.515521701	-0.504939436	-0.221853734	-0.395321068	-0.341518755	-0.846391065	-0.527783609	-0.291292413	-0.456109686	-0.337695491	0.605900409	0.082979563	-0.166450134	-0.096537203	0.051998096	0.576956344	-0.403475787	0.028882141	-0.577636285	0.197109435	-0.114479256	0.116619877	-0.001149154	-0.356862815	-0.549366324	0.476566143	-0.447230633	-0.028591207	-0.583588202	-0.449059973	-0.826411701	-0.189119025	-0.575139421	-0.056221769	-0.756124899
O95749	-0.091620002	-0.10172074	0.182355823	-0.089175217	0.182355823	-0.069294469	0.182355823	-0.069294469	-0.09390616	-0.069294469	-0.091620002	-0.069294469	-0.091620002	-0.069294469	-0.091620002	-0.069294469	-0.091620002	-0.069294469	-0.058361097	-0.069294469	-0.091620002	-0.069294469	0.182355823	3.88E-05	0.182355823	-0.309591592	-0.036387889	0.180069665	-0.069294469	0.182355823	0.003292626	-0.058361097	-0.069294469	-0.058361097	-0.069294469	0.182355823	-0.099657233	0.113517329	0.028251578	-0.058361097	-0.069294469	0.091674005	-0.069294469	-0.058361097	-0.069294469	0.085840622	-0.069294469	-0.058361097	0.182355823	-0.01288022	-0.234251151	0.071293818	-0.921418501	0.140537581	-0.10172074	0.100321792	-0.180255531	0.186476899	1.100205354	0.05480867	0.489341476	-0.12237268
O95757	-0.323912863	0.403435816	-0.250618212	0.449843053	-0.233701173	0.416719625	-0.61224578	0.485267824	-0.64022163	0.810078375	-0.64022163	0.46113472	-0.572603555	0.640239907	-0.402790685	0.379302712	-0.651537785	0.379302712	-0.32683416	0.631532481	-0.313532338	0.449843053	-0.420130028	0.46113472	-0.302987511	0.403435816	-0.47884233	-0.485985285	0.449843053	-0.471968169	0.449843053	-0.188770614	0.438290719	-0.262065265	0.46113472	-0.522725646	0.46113472	-0.389583983	0.403435816	-0.40012881	0.379302712	-0.540144634	0.416719625	-0.625686769	0.440216088	-0.323912863	0.331651241	-0.556884099	-0.432091652	0.570619105	-0.489387157	-0.588754556	0.558407899	-0.262065265	0.38192845	0.379302712	-0.40012881	0.640239907	-0.262065265	0.449843053	-0.824199835	0.379302712
O95777	0.30565447	0.16962238	0.235727991	-0.112782098	0.290450541	-0.112782098	-0.008198859	0.19474273	0.30565447	-0.112782098	0.06172762	0.16962238	0.235727991	0.19474273	0.22187165	-1.070727715	-0.343690846	0.114223588	0.182353028	0.618157832	0.34652068	-0.223514282	0.388089702	-0.14815323	0.136741242	-0.112782098	-0.195821931	0.235727991	0.16962238	0.290450541	-0.112782098	0.031859996	0.16962238	0.22187165	0.19474273	0.290450541	0.16962238	-0.195821931	-0.112782098	0.22187165	0.19474273	0.290450541	0.19474273	0.100438888	0.19474273	-0.008198859	0.19474273	0.22187165	0.22187165	0.19474273	0.046523692	0.290450541	-0.112782098	0.290450541	0.16962238	-0.112782098	0.290450541	-0.112782098	0.22187165	-0.112782098	0.046523692	-0.112782098
O96011	0.811245022	-0.607262697	0.496329125	-0.607262697	0.734744484	-0.530498185	0.458493407	-0.555219005	0.202493003	-0.908607614	0.45320001	0.03965866	0.160267822	-0.824832389	0.502729366	-0.701695556	-0.883329974	-1.69472751	-0.466836451	-0.47287032	0.236698132	0.087921664	0.336460538	-0.041813065	0.417992444	-0.956431129	0.932025971	0.850274167	-0.415378598	0.942555761	-0.558225012	0.576884784	-0.274106664	0.553914157	-0.848184481	0.782030894	0.418908745	0.257011228	-0.615487581	-0.312310578	0.393461553	0.285284569	-0.525407941	0.219558525	-0.364391057	0.856730922	0.395445373	0.449809698	0.613698286	-1.433691918	0.646645469	0.639768745	-0.878504683	0.659579846	-0.329166916	-0.897668591	0.599856105	-0.607262697	0.645223683	-0.643939145	0.645223683	0.096315392
P00338	-0.271552867	0.541205148	-0.25920439	0.591434592	-0.220344668	0.808382986	-0.372559971	0.279840698	-0.46332564	0.108165574	-0.358578379	0.117546155	-0.299653081	0.000518849	0.013857688	0.30695862	-0.615390966	0.39831143	-0.651144576	-0.067558707	-0.617718859	0.369973651	-0.470359231	0.240055062	-0.55212381	0.182597551	-0.175923624	0.178243873	0.687787364	-0.784308981	0.5953536	-0.405946621	1.290775992	-0.493663605	0.283863901	-0.683900883	0.337108582	-0.444433667	0.55911983	-0.513722273	0.713273881	-0.779421771	0.604492253	-0.611709695	0.199129722	-0.636718452	0.031789262	-0.71443578	-0.111123165	-0.262585135	0.28564119	-0.100585824	0.907057891	-0.615210212	0.030237151	0.606468454	-0.214464409	0.615065353	-0.123810664	0.743073931	-0.308844563	0.572994234
P00387	0.233898212	-0.173180814	0.233898212	-0.173180814	-0.234594243	-0.173180814	-0.234594243	-0.173180814	0.118789806	-0.022072776	0.118789806	-0.096013253	0.118789806	-0.173180814	0.233898212	-0.151122623	-0.234594243	0.148809607	-0.095652418	-0.173180814	-0.136223215	0.170867798	-0.234594243	0.015006682	-0.234594243	-0.173180814	0.586319471	-0.107100377	-0.070942237	-0.175831222	0.009491573	0.240994254	0.507879486	0.291206387	-0.458091776	-0.819157894	-0.004767664	-0.136223215	-0.173180814	-0.234594243	-0.022072776	-0.234594243	-0.173180814	-0.251331621	-0.173180814	-0.234594243	-0.173180814	-0.234594243	-0.234594243	-0.079093962	0.233898212	-0.234594243	-0.173180814	-0.251331621	-0.151122623	-0.173180814	-0.251331621	-0.173180814	-0.234594243	-0.173180814	-0.234594243	-0.177933893
P00390	0.951565207	-1.27359071	0.592745665	-1.310752493	0.933797887	-1.296912227	0.660442262	-1.293299774	0.686922687	-0.75420719	1.002092043	-1.360593229	1.002092043	-1.103839378	0.991537714	-0.693773563	0.991768194	-0.931948867	0.929300262	-0.706592324	0.929300262	-1.310752493	0.364236742	-0.693773563	1.016899473	-0.882108132	0.954405806	0.342881425	-1.310752493	0.436088221	-1.310752493	1.033690409	-0.60468569	1.009535513	-1.360593229	0.127087831	-1.360593229	0.954405806	-1.27359071	0.929044047	-1.340884165	1.033690409	-1.296912227	0.203581484	-1.141335252	1.022270421	-1.367957432	0.953455158	0.951565207	-1.115118966	1.034641057	1.016873738	-0.882108132	0.666789593	-1.064123041	-1.340884165	0.458413763	-0.675195016	1.034641057	-1.310752493	1.097134724	-1.340884165
P00441	0.140858143	0.027987674	-0.650411061	0.947416641	-0.469211959	-0.033314824	-0.44776007	-0.192447954	-0.103133546	0.221186084	-0.395300648	-0.187489196	-0.358193593	-0.096385943	-0.332497688	0.138308516	0.059320245	0.477232004	-0.005210377	-0.010470672	-0.359785726	0.425346944	-0.128947584	0.301817188	0.270417595	0.095830019	0.24917584	0.245447171	0.260936889	0.001890184	0.313799039	0.023689447	1.037435035	-0.247595018	-0.165894093	-0.242198892	0.080383101	-0.418038035	-0.644585585	0.234141504	0.804246581	-0.132720907	0.65736588	0.312691894	-0.299779641	0.120314607	-0.114271387	-0.480803456	0.160896406	-0.211445677	-0.140754663	-0.506080606	-0.97883472	0.189422654	0.672330018	-0.456161893	0.100517993	0.057586817	-0.384541522	0.2547422	0.194135035	0.117397587
P00491	-0.976235338	-0.362171348	0.196326536	0.165237944	-0.0588394	0.019439936	-0.104137289	0.13713275	-0.424131714	0.166121831	-0.0259555	0.194704127	0.23472755	0.180409853	0.808850776	-0.678351539	-0.28844279	0.181436396	0.643033861	0.047360993	0.031369039	0.011739644	-0.530022117	0.808990753	-0.018904627	0.527449501	-0.720465989	-0.496354217	-0.56275994	0.043949527	-0.731800325	0.255903579	-0.195046068	-0.224479447	-0.555085186	0.654385467	0.767520378	-0.457500607	-0.268210946	0.324199506	-0.378028222	-0.094032877	-0.124791283	0.566002168	-0.276428991	0.929304662	0.019632254	0.344042425	0.02748431	0.200751537	0.099329835	0.031440186	0.096806732	0.23977443	-0.120137773	0.035735728	0.414041179	0.093214611	0.331648601	-0.117244774	0.098083174	-0.226431311
P00505	-0.360287302	0.146715929	0.043800819	0.001243665	-0.290884654	0.141444087	0.298877517	0.179650872	0.495971389	0.14775662	0.110923705	-0.064090618	0.179421811	0.254398967	0.001152915	0.298767005	0.299833757	0.327914639	0.179267233	0.029295563	0.48261486	0.084530625	0.179267233	-0.184754601	0.32376687	0.498594838	0.158233511	-0.553784571	0.14423075	-0.351029609	-0.291886666	0.179267233	0.260464385	-0.413107934	0.11449824	0.596556903	0.247344339	0.856428482	-0.342646371	0.607007043	0.291433285	-0.670776049	-0.487466737	-0.191138766	-0.325639265	0.121051917	-0.593008067	-0.018635672	-0.217290365	-0.258802415	0.16831928	0.015743534	0.14788491	-0.519017793	1.190299684	0.176908868	-0.111339861	0.282281115	0.165460252	0.14423075	-0.179035254	0.176908868
P00558	-0.406966233	0.149395981	-0.460670462	0.05600827	-0.001927618	0.212941325	0.040613456	-0.140906942	-0.035150406	-0.317440186	0.047551948	-0.380271465	-0.23245905	-0.056100822	0.240435347	0.179458115	-0.16490231	-0.150915508	0.043685588	-0.111426482	-0.159961058	0.193375543	0.093409076	0.033868956	-0.114404981	0.08254592	0.262779648	0.478598743	-0.166870352	0.101556591	-0.249462491	0.247129599	0.03779874	0.054609266	-0.111339114	0.2510972	-0.083252561	0.286450924	0.261565609	0.059780056	0.19272124	0.354043717	-0.038051529	-0.031798232	0.021406099	0.37745888	-0.139875895	0.113167548	-0.05071936	-0.036233494	0.252235357	-0.161016366	-0.17324084	-0.052219078	-0.218259086	-0.471080195	-0.149193058	-0.342905186	0.059776868	0.185026911	0.217137174	0.021390665
P00966	0.328924201	-0.34891038	0.071526286	0.110502913	0.046508281	0.14067655	-0.460246809	-0.123549662	-0.299804361	-0.23311291	-0.408676579	0.139783317	-0.263910632	-0.101703584	-0.448149807	0.497173811	-0.214562999	0.340572716	0.98937029	0.816887873	0.10291158	-0.001742291	-0.098405978	0.783757054	0.559131973	-0.380364327	-0.731105125	-0.551397609	-0.133380397	-0.409198719	0.207510929	-0.491648319	0.421875843	0.218133621	0.553055644	-0.812261163	0.403764602	-0.210615639	0.184822783	-0.476264187	0.141055257	-0.527204065	-0.038557482	-0.325333188	-0.399276176	0.066632152	-0.236385988	0.155554082	-0.140651267	0.20853047	-0.164054036	0.267151849	0.221887285	-0.166369904	0.147099539	0.176715473	0.254782722	0.326982156	-0.573395933	0.754675101	-0.3479761	0.480259262
P02461	0.095195957	0.509936909	-0.33734337	0.618152354	0.005497623	0.375621059	-0.227723611	-0.072839986	-0.49810857	0.122403055	-0.340045894	0.379349136	-0.340045894	-0.072839986	-0.419919853	0.661040671	-0.161346518	0.532573144	-0.39039557	0.868984044	-0.39039557	0.352866782	-0.135981371	0.661040671	-0.681151647	0.612433551	-0.487689664	-0.031378035	0.477253256	-0.050777143	0.401473903	0.029716842	0.825392134	-0.071648184	0.273006375	-0.0024659	0.509936909	-0.487689664	0.661040671	-0.226457871	0.147391136	0.029716842	0.352866782	0.015568799	0.359929191	-0.178145044	0.359929191	-0.289030543	0.095195957	0.287351437	-0.168942279	-0.258640613	0.661040671	-0.378069906	-0.025656095	0.661040671	-0.345888748	0.488165118	-0.168942279	0.628357019	-0.362404262	0.241224633
P02462	-1.547708867	1.106918717	-0.489923388	0.948812489	-1.310970896	0.62880345	-0.471632945	-0.230049563	0.267121683	-0.520661875	0.184815659	-0.233007384	-0.382659376	-1.595630137	-0.255065411	1.158392399	-0.422412397	1.201537636	-0.499154145	0.60098279	-0.790725119	0.896045128	-0.499154145	-0.426797303	-0.385943521	1.649063324	0.412584313	-1.340427805	-0.206964133	-0.248449636	-0.634617371	-0.081728139	-0.207098137	-0.573133752	0.366587372	-0.416674996	0.998686378	1.723589781	1.291503737	-0.667503182	-0.206459059	0.184761011	-0.316036582	-0.685703386	-0.639519104	-0.389481852	-0.434413746	-0.629215268	-0.808891399	2.33305338	0.24375682	-0.433707124	0.658288117	-0.818933903	0.481945054	1.201537636	-1.1503196	0.786316995	-0.830671474	0.948812489	-0.499154145	1.201537636
P02545	0.121433739	0.306941126	-0.738828506	0.87730493	-0.619374958	0.116229342	-0.692072022	-0.105305803	-0.319936907	0.040058202	-0.132539406	0.085731747	-0.292226606	0.533410786	0.003504905	0.373981679	-0.433016689	-0.36389297	0.004474752	-0.438468458	-0.546788809	0.113353937	-0.072788145	0.122029193	-0.44119436	0.06489337	-0.204638742	0.545283564	-0.007043956	-0.294895631	0.488738443	-0.124561721	-0.333464796	-0.192839738	0.234671376	0.055693119	0.195093494	0.134202421	0.224447015	0.425442946	0.449320461	-0.107999171	0.27006028	-0.12468921	0.35146292	0.183581338	0.042491867	0.188704846	-0.23165581	0.498551002	-0.147404784	0.151745775	0.035795977	-0.50157435	0.61143495	0.180495156	-0.909221298	0.23203078	0.204664082	0.222539096	-0.398230933	0.084855161
P02786	0.129406273	0.07421549	-0.866943772	0.070470049	0.091476334	0.060420105	-0.982797754	0.153469043	-0.546368235	0.348841581	-0.546368235	0.438251504	-0.581140002	0.145974248	-0.360266847	0.623480464	-0.695593266	0.1784441	-0.546368235	0.620726624	-0.569709326	0.406029276	-0.832172006	0.623480464	-0.832172006	0.304620606	-0.253132585	-0.770242239	0.070470049	-0.688290423	0.070470049	-0.467417269	0.195300825	-0.179679081	0.484671585	-0.614442072	-0.012544032	-0.448936431	0.07421549	-0.523489466	0.04119652	-0.120476069	0.23846325	-0.618043016	0.256425023	-0.531939129	0.195300825	0.03184287	-0.204122649	0.065741339	-0.531965905	-0.475458161	0.195300825	0.078198572	0.106610302	0.008801708	-0.046893031	0.375972941	-0.180239557	0.070470049	-0.476094415	0.008801708
P04040	1.445445756	-1.140060293	1.288105095	-1.306034076	1.381959912	-1.291156621	1.17598112	-0.966435617	1.163671642	-0.987473296	1.163671642	-1.047306831	0.99725887	-1.044825037	1.257931192	-1.503564795	1.250394599	-1.427565469	1.183936113	-1.475664113	1.092412158	-0.825212137	1.183936113	-1.503564795	1.247545578	-1.336349572	0.938924989	0.963950066	-0.981526269	1.183936113	-0.992427359	1.183936113	-1.287453725	1.408385696	-0.916428033	1.227281107	-1.140060293	0.843301982	-1.503564795	1.160822621	-1.136597342	0.631795521	-0.825212137	1.172042845	-1.092507836	1.247545578	-1.092507836	0.942633802	0.731732279	-1.31312095	1.043544393	0.998532388	-1.023492494	1.408385696	-1.01635093	-1.152772818	1.147713375	-1.209197909	1.31142241	-1.152772818	0.918907116	-0.989955251
P04075	0.108292621	-0.078097134	-0.062029686	0.287187469	-0.035773806	0.506309738	0.274833385	-0.315353476	0.033140564	-0.093627257	0.042116742	-0.349607931	0.140540175	-0.106349508	0.418819824	-0.064995929	-0.06168521	-0.507191079	-0.090709831	-0.266924201	-0.064677064	-0.038314701	-0.248077269	-0.175724353	0.266124381	0.119896317	-0.016366888	1.2617431	-0.045513014	0.480140073	-0.211573143	-0.106638175	-0.198374816	-0.378771255	-0.082925524	0.485299099	-0.124957064	-0.666482239	0.405592781	0.037170436	0.245062673	-0.167546996	-0.190245496	-0.045559645	-0.221023151	-0.20736125	0.072643217	-0.04203552	0.389888557	-0.443544599	-0.020269285	0.087319775	-0.116248838	0.140320544	-0.375517186	-0.468888817	0.177369988	0.104278046	0.381747151	0.379562725	-0.057793686	-0.098624358
P04080	-0.199715473	-0.624127844	0.356000986	0.879414178	0.655423249	0.341142837	0.213423736	0.191787177	-0.411313589	-0.405103003	0.878397516	-0.384975086	-0.931093627	1.1225548	-0.002272316	0.119249695	-1.014728864	-0.123619618	-0.53374614	0.02608028	0.342066181	0.648129946	-0.140584963	0.34615925	0.111283465	-0.817521976	0.022610654	0.626047522	0.300923922	0.41477497	-0.285599871	0.019746949	-0.384542082	0.221520704	0.014586052	0.41477497	0.279252504	0.607923525	0.158186689	-0.145482371	-0.204684427	0.241257435	-0.485838917	0.151001141	0.160672692	0.239307027	-0.324435516	-0.028862041	-0.647557489	0.341829542	-0.254143116	-0.330476524	-0.402198319	-0.339221878	0.161955219	0.198307819	-0.561402555	-0.083471894	0.882172331	-0.046525181	0.627772396	-0.615788001
P04083	-0.603086984	0.388756418	-0.349880164	0.653741745	-0.286633599	0.105741618	-1.367801176	0.29857815	-0.2449222	0.73361507	-0.826366635	-0.086652547	-0.789222098	0.135582029	-0.00510413	0.55880082	0.009414866	0.31040699	-1.172167333	0.486336515	-0.582565869	0.49979277	0.087284069	0.120651641	-0.840024486	0.670139923	0.54373059	-0.044667403	0.661324001	-0.639227719	0.402934736	-0.428237734	0.47401255	-0.337608259	0.544033392	-0.394968714	0.480739093	-0.382008131	0.352167918	-0.012703442	0.035953225	0.33747412	0.207544126	-0.838312726	-0.19731711	-0.279482288	-0.494034018	-0.37852578	0.093066349	0.199798295	0.192493359	-0.304893786	0.149678985	-0.087002717	0.179329758	0.321148998	-0.254604622	0.257260821	-0.128951495	0.719076772	0.061335506	-0.067487581
P04179	0.630043871	-0.614937955	0.63946856	-0.633611867	0.640091879	-0.614937955	0.745247755	-0.614937955	0.63946856	-0.614937955	0.63946856	-0.614937955	0.630043871	-0.614937955	0.735199746	-0.614937955	0.729221948	-0.614937955	0.735199746	-0.609995504	0.735199746	-0.614937955	0.63946856	-0.614937955	0.735199746	-0.614937955	0.735199746	0.735199746	-0.627681941	0.729221948	-0.614937955	0.735199746	-0.673373592	0.735199746	-0.614937955	0.687528406	-0.614937955	0.63946856	-0.614937955	0.735199746	-0.614937955	0.735199746	-0.614937955	0.735199746	-0.614937955	0.735199746	-0.614937955	0.735199746	0.630043871	-0.614937955	0.735199746	0.729221948	-0.614937955	0.745247755	-0.633611867	-0.614937955	0.729221948	-0.614937955	0.63946856	-0.614937955	0.735199746	-0.614937955
P04406	-0.543361669	-0.123876572	-0.296726628	0.252242966	-0.826539126	0.566666842	-0.165503013	0.204987475	-0.241822423	0.222258263	-0.609521971	0.202380771	-0.239258585	0.517966929	0.047006754	0.358245824	-0.677888961	0.315318429	-0.478712305	0.425603245	-0.545042983	0.274898104	-0.39381657	0.232683274	-0.606157635	0.000429604	-0.217931272	0.39222308	0.523973405	0.072976294	0.461253721	0.048772427	0.266379046	-0.422271017	0.669387016	-0.074213441	0.49087556	-0.667603825	0.07601646	-0.302587174	0.797208534	-0.052183846	0.346033489	-0.403984965	0.288087743	-0.274509569	0.599631716	-0.151251908	-0.662612044	-0.164146985	-0.319848574	-0.175871222	0.327920089	-0.31567729	0.161134152	0.307132766	-0.524337678	0.497433486	-0.482963492	0.932996844	-0.358354493	0.43845293
P04792	-0.083259032	0.167380323	-0.926883155	-0.609701278	-0.148157953	0.561170039	-0.026940526	0.533342719	-0.790153833	0.896260156	-0.615879953	-0.439040169	-0.368745169	1.109226239	0.085669778	0.557785985	-0.456917922	0.313534931	-0.295650988	0.304298821	-0.4993408	0.639919523	-0.396878321	0.376360324	0.270424174	0.336646911	-0.346003018	0.151541204	0.087950048	-0.013605165	0.795256463	-0.426062609	1.200507396	-0.221931839	0.426810414	0.282433475	0.144975849	-0.680727782	0.674981054	-0.040619189	-0.189351199	-0.522691971	0.484333534	-0.454725275	0.347926425	-0.652950428	0.750873102	0.138868808	-0.321954943	0.257529174	-0.488958401	-0.704763228	0.091376573	-0.272294507	0.241482388	-0.151261491	-0.688376066	0.02105359	-0.245106179	0.239478091	-0.253372535	-0.157092588
P04843	0.116054594	-0.267111719	0.535959792	-0.479806748	0.282793679	-0.288446275	0.339132577	-0.419837564	0.035496672	-0.638948667	-0.046068121	-0.189983579	-0.031600961	-0.365810982	-0.031600961	0.198906108	0.016820921	-0.266391118	0.018000544	-0.121152583	0.086872873	-0.004120572	0.224789975	-0.188846072	0.086872873	-0.18923439	-0.199007213	0.181521315	-0.226222404	0.018000544	-0.226222404	0.018000544	-0.203369943	0.199072563	-0.274121998	0.151611469	-0.299440152	0.082628818	-0.232580651	0.085098177	-0.31067052	0.270204207	-0.242520996	0.072189347	-0.354808495	0.046188346	-0.282170313	0.248309706	0.19636665	-0.319070178	0.016765422	0.308208452	0.049189132	0.14252241	0.318682029	-0.31067052	0.153330665	-0.14243227	0.280076149	-0.226222404	0.016765422	-0.31067052
P05026	0.000456307	-0.124412584	-0.40994494	-0.124412584	0.093081393	-0.136924921	-0.3234126	-0.124412584	-0.314230585	-0.124412584	-0.314230585	-0.124412584	-0.417746684	-0.187994149	-0.335679689	-0.124412584	-0.523015369	-0.136924921	-0.397001491	-0.124412584	-0.327228515	-0.136924921	-0.397001491	0.102916448	-0.543569124	-0.185357238	-0.174377256	-0.14390379	-0.185357238	-0.397001491	-0.187994149	-0.397001491	0.169236128	-0.001578466	-0.154793648	-0.460798217	-0.185357238	-0.244043246	-0.128380185	-0.33478434	-0.187994149	-0.393456621	-0.124412584	-0.393456621	-0.124412584	-0.543569124	-0.187994149	0.032814089	0.083051569	-0.093116075	0.015284072	-0.288187936	-0.187994149	-0.001578466	-0.139561832	-0.187994149	-0.001578466	-0.187994149	-0.158961811	-0.187994149	-0.397001491	-0.187994149
P05114	1.047901905	-0.325487523	0.385011106	-0.548321808	-0.046662346	-0.918201253	-0.30744894	-0.939167331	-0.51887951	0.111908681	0.380287273	-0.336137743	0.194915574	-0.966883492	-0.721494505	0.190097418	-0.014291456	-0.297401884	0.327231691	0.127522876	0.256875194	-0.731994741	0.434799229	0.190097418	0.9182629	0.078459222	0.59441247	0.160921192	-0.364362706	0.825006587	0.805761729	0.966947256	0.209009083	0.154655617	0.502752309	-0.157768892	0.52640159	0.306939956	-0.162914151	0.848483697	-1.169664989	0.998688213	-0.731994741	0.173691874	-0.990698062	0.699811277	-0.536525971	0.683449155	0.579141468	-0.903222896	0.714953595	0.711277253	-0.249264685	0.888514387	0.322030244	-1.169664989	0.848483697	0.021022433	0.945179784	-0.57545568	0.740101928	-1.169664989
P05120	0.728324276	0.532550017	1.263189072	0.357870981	0.919333374	-1.499782101	-0.50857483	-2.290307234	-0.452429327	-0.685395806	0.131064559	-1.125501223	-1.581047458	-1.270222157	0.723669263	0.280085738	0.54786751	-0.396554286	0.356503035	-0.125824956	0.370059908	0.211226314	0.545105882	0.042423886	0.162948883	0.800878859	0.776855951	0.443950366	-0.128382271	0.701892819	0.050665066	0.497913508	0.461097798	0.775436234	0.39990122	0.973446576	0.356089969	0.333042518	-0.199333425	-0.391839085	-0.305695873	-0.343832783	-1.127137752	-0.355506632	-0.353039416	0.175662916	-0.691868054	0.228358011	0.534023221	-0.243247826	-0.40911687	0.082221274	0.78957078	-0.581596405	1.560497141	-0.403797328	0.151633311	-0.851855924	-0.403253406	-0.282859461	0.247563677	-0.257358347
