Protein	i10	i11	i12	i13	i14	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i5	i53	i55	i56	i57	i58	i59	i60	i61	i62	i63	i64	i69	i7	i71	i72	i73	i74	i75	i76	i77	i78	i79	i8	i80	i85	i87	i88	i89	i9	i90	i91	i92	i93	i94	i95	i96
Q5CZC0	0.395130847	-0.146899297	0.057703747	-0.146899297	0.193408295	-0.32135794	0.735153931	-0.337625369	0.194189811	-0.266685547	-0.101070516	-0.756250377	-0.131761069	-0.25044557	0.190758882	0.372772436	-0.336501353	-0.19098198	-0.029407605	-0.600490448	0.062697409	-0.061242808	0.549279628	0.228502143	0.538986842	-0.139566664	1.034164499	-0.330748564	0.354800499	-0.241380908	-0.008584212	-0.418564863	-0.33829416	0.634148391	-0.786914177	0.401724167	-0.194932342	1.09898495	-0.603031884	0.455891763	0.093261102	0.374025808	-0.421691026	0.758908383	-0.915155229	0.707455571	-1.292353094	0.907566567	0.422829206	-0.288573453	0.890712097	0.352171439	-0.085957503	0.352171439	-0.330143577	-0.404387818	0.615724951	-0.146899297	0.190758882	-0.405729805	0.088394299	-0.636325487
Q5HYM0	-0.177123853	0.213145825	-0.177123853	0.213145825	-0.087028379	0.174176299	-0.087028379	0.213145825	-0.265658401	0.213145825	-0.265658401	0.213145825	-0.164068646	0.181538899	-0.177123853	0.213145825	-0.195391734	0.174176299	-0.177123853	0.213145825	-0.195391734	0.174176299	-0.177123853	0.173408305	-0.1568345	0.173408305	-0.113841933	-0.184108599	0.173408305	-0.177123853	0.181538899	-0.177123853	0.173408305	-0.265658401	0.240049376	-0.245369048	0.173408305	-0.1568345	0.117922643	-0.227101167	0.181538899	-0.113841933	0.213145825	-0.113841933	0.213145825	-0.1568345	0.181538899	-0.184108599	-0.164068646	-0.090229587	-0.082518844	-0.082518844	0.181538899	-0.163819247	0.182306893	0.181538899	-0.125511412	0.181538899	-0.164068646	0.181538899	-0.177123853	0.181538899
Q5SRN2	-2.03268817	0.389830001	-2.060900896	0.309241104	-2.01869039	0.271312728	-2.264395126	0.345454606	-2.060900896	0.63734759	-1.637616127	0.222083265	-2.264395126	0.080877021	-2.360913823	1.595381905	-1.517323235	1.124186995	-2.060900896	1.289245181	-2.060900896	0.450447349	-2.060900896	0.653233338	-2.060900896	1.198129137	-2.128121877	-2.439758512	0.309241104	-1.663801468	0.550174345	-1.517323235	1.729703156	-1.39465991	0.235298963	-1.663801468	0.235298963	-0.26202836	0.389830001	-1.219296524	0.768631402	-0.368795266	0.73977983	-1.444789478	-0.299831623	-1.276496109	0.658608762	0.859206295	-2.217301111	0.363686187	-2.11597139	-2.413573171	0.58344219	-1.515377731	0.377098735	0.279674357	-1.874042469	1.27170434	-2.063312041	0.309241104	-2.240620931	0.279674357
Q5THK1	-0.274074505	-0.210386049	-0.019248811	-0.210386049	-0.782213166	0.831775629	-0.029429178	0.82807701	-0.029429178	-0.117819857	-0.029429178	0.82807701	-0.087907428	-0.20668743	-0.527387471	-0.20668743	-0.342733123	0.739209437	-0.087907428	0.814477302	-0.537567838	-0.20668743	-0.087907428	-0.20668743	-0.537567838	-0.210386049	-0.537567838	-0.468909221	-0.20668743	-0.537567838	-0.20668743	-0.029429178	0.814477302	-0.537567838	0.814477302	-0.537567838	-0.20668743	0.837615693	0.739209437	-0.087907428	0.831775629	-0.537567838	-0.20668743	-0.527387471	0.831775629	-0.527387471	0.831775629	-0.087907428	-0.342733123	0.739209437	-0.019248811	-0.537567838	-0.210386049	-0.029429178	-0.20668743	0.739209437	-0.029429178	0.814477302	-0.087907428	-0.20668743	-0.029429178	-0.20668743
Q5U5Z8	-0.523559714	1.08080846	0.299552172	1.147013898	-0.275116409	1.182811326	0.341707607	1.106084981	0.306778851	0.403392368	0.306778851	0.428602201	0.12496084	1.076694026	0.299552172	0.520360559	0.288644655	0.692587357	0.299552172	0.575155391	0.288644655	0.046776454	0.299552172	0.520360559	0.19825184	0.608103572	-0.5091875	-1.080099053	1.147013898	0.299552172	1.147013898	0.299552172	0.628666147	-0.421341136	0.086475445	-0.282827449	1.090694187	-0.159814127	1.08080846	0.216386037	1.065417666	-0.405362678	0.046776454	0.179055091	0.371535563	0.19825184	1.124757136	-0.247312188	-0.523559714	0.906296638	0.015371275	-0.058764916	0.159782333	-0.432042126	0.981479763	1.065417666	-0.924583224	0.588529781	0.315808796	1.147013898	0.015371275	1.065417666
Q5VT25	0.391088137	0.46350285	0.218830409	-0.392768232	0.731463515	0.180345782	0.317133899	-0.07025968	0.317133899	-0.089106384	0.196278111	0.26221069	0.516800604	-0.424449107	0.238322982	0.024070711	0.317133899	-0.295332868	0.405103094	-0.48258562	0.232845365	-0.207869117	0.405103094	-0.41339601	0.232845365	1.217404245	0.707751559	-0.620990796	-0.983534874	-0.299488261	-1.339623211	0.413065663	-0.78072845	0.126004534	-0.78072845	-0.180792148	-0.78072845	0.296495684	0.369756865	0.060091547	-0.796711657	0.405103094	-0.78072845	0.460185696	-0.500620542	0.413065663	-0.718454045	0.060091547	0.391088137	-0.024771757	-0.05658749	0.306799603	-0.363889508	0.128190313	-0.070441783	-0.365479929	0.306799603	-0.78072845	0.306799603	-0.019027266	0.128190313	-0.363889508
Q5VTE0	-0.384274067	0.124383029	-0.655207639	0.160324708	-0.123411747	0.469214278	0.154507295	0.110582633	-0.544754672	0.258879303	-0.743119225	0.003448092	-0.026622901	0.276420599	-0.339046938	0.085108152	-0.255336681	-0.053685147	-0.477886444	0.281129149	-0.141351508	-0.177363187	-0.327297117	-0.079449211	-0.17994283	-0.015460308	-0.191804672	0.667660713	0.170577014	0.365546096	0.326588565	0.000883162	0.219407742	-0.302927695	0.325588358	0.443222173	-0.016034807	-0.425542936	0.384694321	-0.183832401	-0.126824506	-0.16966932	0.535985221	0.192210101	0.163403338	-0.49359016	0.545570395	-0.166017773	0.132129468	-0.179078274	-0.266600216	0.197809854	0.302276904	0.0024202	-0.296685065	0.18395822	-0.214606303	0.027646451	-0.223363202	0.284082771	0.203429376	0.181699271
Q5VVW2	-0.632949589	2.494286933	-0.92672177	-0.657752899	-0.608058283	0.986233818	-0.334069205	1.36337181	-0.315594828	1.376749404	-0.038792754	-0.142799938	-0.883200967	-0.045979826	0.356529045	0.197329231	-1.137235499	-1.111618385	-1.110458637	-0.331942964	-1.382687932	-0.768828464	-1.900369658	0.102006827	-1.382687932	0.788076045	0.186366485	-0.875448554	1.44688536	-0.744138979	0.834290549	-0.816469912	0.167153444	-0.828384401	0.85382993	-1.038898128	1.196922582	-0.011179336	0.598277982	-0.755425916	0.286146889	-0.281090276	1.886403539	-0.83898537	-0.346593823	-0.874728834	0.410920774	-1.329334091	0.000115331	-0.986590359	0.372949559	-0.445056645	2.248705207	-1.506270015	1.999194191	0.271483518	-1.119403481	1.94502168	-0.128161767	0.205547335	-0.461607672	1.38602622
Q659C4	0.60551761	-0.364819629	0.657646142	-0.391913815	0.159871148	-0.580569385	0.148952619	-0.325317771	0.60551761	-0.325317771	0.60551761	-0.391913815	0.60551761	-0.325317771	0.60551761	-0.364819629	0.148952619	-0.364819629	0.159871148	-0.364819629	0.148952619	-0.364819629	0.159871148	-0.364819629	0.148952619	-0.364819629	0.503934356	-0.112577067	-0.553475199	-0.324025534	-0.553475199	0.058287894	-0.620071243	-0.155532192	-0.553475199	0.047369366	-0.580569385	0.657646142	-0.325317771	0.148952619	-0.325317771	-0.155532192	-0.325317771	0.058287894	-0.391913815	0.148952619	-0.391913815	0.148952619	-0.077589858	-0.061728919	1.762759152	0.26943417	-0.086775118	-0.520390253	-0.553475199	-0.28656325	0.425819766	-0.852529959	-0.215640492	-0.72112052	0.39306418	-0.168057676
Q6GTS8	0.270497445	-0.084576948	0.462515509	-0.96529903	0.549724571	-2.040580481	-0.391288396	-2.094460248	0.284889863	-2.094460248	0.410184396	-1.26989446	-0.333858966	-2.094460248	1.37355261	0.648851189	0.512051553	0.067127473	-0.105386155	-0.199473257	0.793550785	0.34567989	0.865354259	-0.362669225	0.593134662	-0.623818962	0.75698556	1.786910473	-2.094460248	1.757990804	-1.438309789	1.757990804	-0.720755901	1.804722321	-2.094460248	1.56564278	-2.094460248	0.110363424	-1.498426673	0.331621379	-2.094460248	0.931087998	-2.094460248	1.757557067	-2.094460248	1.064948602	-0.849860374	0.760944852	0.551100845	-0.706594807	0.564461652	0.296449506	-2.094460248	1.804722321	-1.819937932	-1.451612176	0.948899846	-2.094460248	1.420284126	-2.094460248	-0.391288396	-2.094460248
Q6GYQ0	1.808741554	-2.321635093	-0.115895251	-2.449394047	1.846337184	-2.260943405	1.717485284	-2.208153265	1.993046098	-2.011694149	1.858162642	-2.186982686	0.431453053	-2.349296919	1.961090951	-1.73523375	1.709054639	-1.870058208	2.069601048	-1.606909831	2.148046474	-1.383115511	2.049429154	-2.106378157	2.017839566	-1.953641394	-0.562499862	1.843499703	-2.011056761	1.898952346	-2.138815716	1.591808117	-1.780638173	1.887502162	-2.22546532	1.773275179	-1.925972797	-0.091883591	-2.011694149	1.901458667	-2.217668926	1.795832237	-1.604997667	1.595132842	-2.536732662	1.965215581	-2.170349594	1.384459271	1.894191152	-1.562336214	0.139617756	1.761490772	-1.787072729	2.139534028	-2.449394047	-1.432751568	1.879230665	-1.864946481	1.578479499	-2.641099886	2.00702125	-1.529908675
Q6IBS0	0.447999375	-1.136582378	0.322973267	-1.153359305	0.499214879	-0.872489852	0.499214879	-0.589225175	0.419133041	-0.044818505	0.419133041	-0.186908334	-0.076724697	-0.214824731	0.419133041	-0.989407566	0.316153142	0.53742224	0.378901219	0.300701583	-0.197420162	-0.177463991	0.546766444	-0.16098744	0.594654833	0.232055796	-0.208939234	-0.03718502	-0.131037432	0.386054836	-0.436200875	0.016601017	0.807183091	0.595374652	-0.4821101	0.377365672	-0.361024337	0.084776947	-0.588677831	0.664938019	0.137221462	0.281399868	0.241273164	0.595374652	-0.082589609	0.488263353	0.640090115	0.536738567	0.269885445	0.478888293	0.710238637	1.085943413	0.873921289	1.125875434	-0.73761282	1.002195107	1.15517686	0.918049996	1.253711733	0.4174009	1.013425802	0.867273759
Q6P1L6	-0.399213337	0.17974485	-0.399213337	0.17974485	-0.461376073	0.033163374	0.127043352	-0.558563319	-0.288982133	-0.27306323	-0.390947648	0.241629577	-0.390947648	-0.558563319	-0.353455284	0.087878719	-0.288516696	-0.220329525	-0.288516696	-0.558563319	-0.399213337	0.087878719	0.273237599	0.087878719	-0.288516696	0.17974485	-0.399213337	0.476559469	0.087878719	0.473343828	0.087878719	0.275275934	0.134729137	-0.399213337	0.134729137	0.473343828	0.087878719	-0.399213337	0.232478555	-0.399213337	-0.103729454	-0.326709886	0.087878719	0.28931881	0.149763446	-0.399213337	0.149763446	-0.06577843	0.137870586	-0.220329525	-0.399213337	-0.353455284	-0.282214252	0.262410365	-0.520952477	0.232478555	-0.060197308	-0.558563319	-0.399213337	-0.067864763	-0.353455284	-0.203504656
Q6P2Q9	-0.016785654	-0.309458931	0.12162951	-0.253529853	0.104182253	-0.309592306	0.04256096	-0.353102471	0.211108228	0.049533815	0.211108228	-0.134059582	0.227116172	-0.237213579	0.145004946	-0.415764691	0.152819937	-0.456566532	0.150038004	-0.455942376	0.220180539	-0.1238924	0.150038004	-0.415764691	0.219355655	-0.263379672	0.205827434	0.338390131	-0.253529853	0.150038004	-0.253529853	0.150038004	-0.377273728	-0.012461087	-0.140445925	0.261890256	-0.365927176	0.202216024	-0.309458931	0.277643946	-0.322283636	0.036551076	-0.1238924	0.031860266	-0.34312695	0.219355655	-0.343925895	-0.010575569	0.025113327	-0.380893115	0.098058634	0.147281738	0.155083726	-0.012461087	-0.348592058	-0.322283636	0.06965014	-0.118341081	0.07540442	-0.253529853	0.106156501	-0.322283636
Q6Q788	0.445109038	-0.160549453	0.593267942	-0.088807893	-0.08214117	-0.067678062	0.006894822	-0.399393231	-0.308256961	-0.419557222	1.094105319	-0.23219285	0.184786219	-0.359938978	-0.093915463	0.004559001	0.108150462	0.098998111	-0.111465656	0.215403285	0.069798599	0.154731572	0.197271062	0.22386114	0.069798599	-0.285360871	-0.442472926	-0.130152476	-0.171750809	-0.653450477	0.170101714	0.123384229	-0.361454582	0.512341429	-0.36884733	-0.047280133	-0.393122371	0.419625694	-0.395932595	-0.210926225	0.195475279	0.350591392	0.295107369	0.056435576	0.500912286	0.117567552	-0.024804144	0.615987505	0.445109038	0.041877855	0.011196115	-0.08214117	-0.098733554	-0.116713072	-0.214192626	0.032120584	-0.157876891	-0.123498809	0.217648388	0.032120584	-0.116713072	-0.040939716
Q6ZMQ8	-0.103839424	0.917436966	0.522430359	0.595570551	-0.232922991	0.018085316	-0.094151363	-0.124282801	0.113887972	0.068569258	0.113887972	0.079928595	0.322644567	0.131159283	0.070860116	0.147470341	-0.459967677	0.055779902	-0.009539317	0.147470341	-0.335501607	0.374981337	-0.34097652	-0.081377796	-0.459967677	0.987778437	1.077221244	-0.063968449	0.248248041	-0.246240338	0.335549284	-0.464814053	-0.332647576	-0.09250678	-0.350995126	-0.354559221	-0.089674171	0.551020389	0.304802776	-0.20829677	0.214758431	-0.259541289	-0.114033966	-0.304870226	-0.06858844	-0.248150793	-0.06858844	-0.259541289	0.623327649	-0.122658266	0.679679346	-0.177824308	0.060477968	-1.192843142	0.026136797	0.297181215	-0.490546031	-0.602729122	-0.474121291	-0.190319476	-0.72795743	-0.487331704
Q6ZMW3	1.038932918	1.200888449	1.541793892	1.007694	1.365018559	-0.318369978	-0.620924358	-0.017400007	-0.706321563	0.186190411	0.278086244	0.456465278	-0.018524929	0.408673899	-0.396860744	-0.179627173	-0.137217786	-0.303472932	-0.448817942	0.03898801	-0.285335002	-0.053869436	-0.291532599	-0.093532672	-0.285335002	0.12360098	-1.655525031	-0.751230156	-0.399412585	-0.880666648	0.258155872	0.1511479	0.33323103	0.136862317	0.233684402	-1.051328244	0.032256047	-1.702269433	1.312381786	-0.621607333	-0.772987891	-0.393196295	0.186438632	0.285664348	0.154914304	0.248384985	0.337475571	-0.365473215	0.851509293	-0.142000797	-0.691638271	-0.462876574	-0.689907256	-0.310668887	1.408785082	-0.375425845	-0.515701433	0.099750945	6.79E-05	0.368951331	-0.257825866	-0.146688865
Q6ZMZ3	0.381226877	-0.318728854	0.369756398	-0.094092757	0.304061718	-0.24841444	0.011915052	-0.32476826	0.443488112	-0.507354588	0.333250385	-0.457998653	0.261477765	-0.622354634	0.495789764	0.237153639	0.282083515	-0.620130599	0.564984631	-0.287219909	0.376911486	-0.787926049	-0.11476659	-0.09987455	0.448784428	-0.344460213	0.461409107	0.006540442	-0.297582915	0.32683354	-0.449010284	0.341119241	0.305407076	0.191037239	-0.5474548	-0.037327861	-0.318728854	0.354283184	-0.171115864	0.30114018	-0.481912241	-0.084253999	-0.622354634	-0.450895122	-0.481912241	0.596785359	-0.442523975	-0.092122856	0.263063853	-0.355507973	0.200589807	0.198300962	-0.171115864	0.191037239	-0.164696182	-0.171115864	0.191037239	-0.171115864	0.200589807	-0.149969925	0.031633583	-0.215512484
Q6ZT12	-0.370944645	0.898239013	-0.280367416	0.970894084	-0.342510388	0.943415337	-0.280367416	-0.020349201	-0.359296859	-0.41336948	-0.370944645	0.966904932	-0.370944645	0.970894084	-0.370944645	0.876297485	-0.370944645	0.417906281	-0.363733173	0.026047118	-0.526499844	0.970894084	-0.280367416	0.966904932	-0.280367416	0.898239013	-0.458705185	0.893519567	0.970894084	0.47174327	0.970894084	-0.363733173	-0.41336948	-0.363733173	0.508513729	0.101136438	0.966904932	-0.459118652	0.898239013	-0.363733173	0.40111502	0.12637562	-0.41336948	-0.363733173	0.883581631	-0.329427525	-0.41336948	-0.363733173	0.097450887	0.484438321	-0.307600223	0.48758514	-0.41336948	0.097450887	0.423056548	0.876297485	0.897205118	-0.41336948	-0.363733173	0.970894084	0.039876784	0.876297485
Q702N8	-0.050949682	0.035424106	-0.006810616	0.070599337	0.041042226	0.069674989	0.175724261	0.014381706	-0.098802525	-0.074776828	0.031823298	0.038941757	0.031823298	-0.001167905	-0.000370192	0.059984156	-0.15392149	0.059984156	-0.15392149	-0.001884249	-0.050949682	0.070599337	-0.127221516	0.038941757	-0.15392149	0.035424106	-0.050949682	0.157700261	0.070599337	-0.035229607	0.070599337	-0.107276797	0.057699103	-0.050949682	0.038941757	-0.035229607	0.038941757	-0.050949682	0.035424106	-0.050949682	0.059984156	0.074182624	0.069674989	0.093696807	0.078741503	-0.252353823	0.129466345	-0.252353823	0.113641527	-0.020641595	-0.050949682	-0.000370192	0.019874495	-0.005578037	0.026253381	0.059984156	-0.127221516	-0.001167905	-0.050949682	0.070599337	-0.000370192	0.059984156
Q71DI3	-0.118037484	-0.121142061	-0.124072988	0.269318338	-0.211180665	-0.540652136	0.59196111	-0.196661023	0.389390645	0.2059495	0.212397532	-0.570176555	0.348457205	0.012600213	0.322681971	0.254852022	-0.048487883	-0.108559562	0.205449881	-0.409576135	0.166674905	-0.37301685	0.433323509	-0.1493983	0.110688267	0.234018953	-1.12578653	0.884660843	0.082433578	0.87482502	0.098500811	0.280046836	-1.197992054	0.084309436	0.13758902	0.358682906	-0.230622118	-1.00945058	0.314171247	0.118495501	-0.458233103	0.951680904	0.154344009	0.528735141	-0.013912775	0.383966445	0.007859231	0.077483352	-0.337573477	-0.166616696	-1.16495865	0.226700747	-0.078239712	-0.048517305	-0.47351098	-0.407570396	0.148962878	-0.278029835	-0.010927504	0.384364904	-0.074634436	0.191960932
Q71U36	0.150846524	-0.265420045	-0.000747443	-0.303110137	-0.247214147	-0.059257864	-0.159413242	-0.066106872	-0.023100373	-0.032500126	0.030710332	0.206882436	0.080430924	-0.183863306	0.151562099	0.328559798	-0.044866026	0.120544149	-0.253324173	-0.089383793	0.281623837	-0.319518419	0.047725086	-0.147458201	-0.034581603	-0.257781605	-0.016516512	-0.067587641	-0.00634137	-0.079504047	0.209879039	0.110408237	-0.061966298	0.297651541	0.063849868	0.006808685	-0.076426985	-0.052245679	-0.458745334	0.03763302	-0.257241334	0.080313121	-0.025381293	-0.007266832	-0.29063586	-0.152973223	0.016174371	-0.667153696	-0.030381171	-0.124585359	0.332986423	0.327891071	0.158698117	0.470549474	-0.077992926	0.127489924	0.191741371	0.139333192	0.014125366	0.22681629	0.460425419	0.268933221
Q71UI9	0.340213142	-0.669353343	0.30447008	0.955325573	0.330673983	-0.093340268	0.104427466	-0.238251149	-0.248706544	-1.260578358	-0.528156431	-0.686638453	-0.400359452	-1.234332467	0.219327523	-0.083182058	-0.788507455	-0.090067881	0.223328179	0.177939547	0.063817426	-0.64880145	0.983288372	-0.824536504	-0.297651968	0.614082135	0.186444587	0.615718852	0.007949153	0.502773807	0.178589505	-0.134288694	-0.509059592	0.600484837	0.130225307	0.44166019	-0.501557611	1.456845082	-0.218472307	0.096128861	-0.57414214	0.520629497	-0.10559899	0.584179387	-0.182532039	-0.366205662	0.002609612	0.276258312	0.314630775	0.303794753	-0.205465345	-0.061409834	0.005783087	0.787410274	0.006551208	-0.198543876	0.546558043	0.006443182	0.13676177	-0.114728782	-0.094344153	-0.12855175
Q76FK4	-1.708238812	1.152245731	-1.893238907	-2.225955906	-1.63153809	-1.381933104	-1.483162904	-0.194381273	-1.223907953	-0.007753334	-1.123841189	-1.033384085	-1.119962118	-1.02969972	-1.039610293	-0.472556679	0.356387975	0.075982709	0.324809605	0.198195645	0.554644267	0.257453886	0.350634013	0.287506625	0.362649504	-0.930301781	-0.312717203	-0.646555495	0.245286482	0.035731074	-0.905109854	0.151330028	0.313244351	0.294575302	-0.026871782	0.336972967	1.065108086	0.600486811	-0.694321697	1.287393415	-0.078190818	1.211682256	1.456550364	0.693636538	-0.428751659	1.178956909	-0.037744382	1.132274925	-1.807374359	-0.781398547	0.789896094	0.701489371	1.249003638	0.96347743	0.258636567	0.747800227	1.156749596	1.05041552	1.089087074	0.551433133	1.053048392	0.683725432
Q7KZF4	-0.352038348	0.092075666	0.894694608	-0.359216848	0.149438655	0.027637011	0.230003671	0.041522802	0.499168636	-0.353411818	0.068100542	0.25292835	0.683739022	0.508425056	0.786607414	0.069283341	0.393672103	-0.378283305	0.473214973	0.073371656	1.089194451	0.862597381	0.073339655	-0.125902684	-0.570692176	-0.868480516	0.194127592	0.030923151	-0.129205151	0.331970713	0.361884965	0.266467949	0.170720868	0.691150641	-0.665885234	-0.266379727	0.343855734	0.752116241	-0.311586489	0.324908551	-0.434815031	-0.33531539	-0.293290631	0.312480485	0.001403221	0.226914601	-0.932341643	-0.194030088	-0.424914495	-0.040757891	-0.174803374	-0.222951766	-0.898152512	-0.432263333	-0.586252983	-0.042117423	0.180630191	-0.336547846	0.297205196	-0.811595797	-0.888994113	-0.292663967
