Protein,i10,i105,i106,i107,i108,i109,i11,i110,i12,i122,i123,i124,i125,i126,i127,i13,i136,i137,i138,i139,i14,i140,i141,i15,i151,i152,i153,i154,i155,i156,i167,i168,i169,i170,i171,i172,i185,i186,i187,i188,i189,i190,i202,i203,i204,i205,i206,i207,i216,i217,i218,i219,i220,i221,i232,i233,i234,i235,i236,i237,i247,i248,i250,i251,i252,i26,i27,i28,i29,i30,i31,i41,i42,i43,i44,i45,i46,i57,i58,i59,i61,i62,i71,i72,i73,i74,i75,i76,i88,i89,i90,i91,i92,i93
P22087,0.405679609,0.313531597,0.188703095,0.77023571,0.017156562,0.362667248,-0.595091079,-0.419391789,0.487576385,0.279105392,0.596973903,0.433877135,0.188348897,0.357214494,0.15216744,-0.143232781,0.285737018,-0.014262941,0.769399394,-0.249104496,0.885241304,0.615469738,0.278434045,0.005658753,0.300564096,0.140960894,0.807964806,0.197713016,0.320410374,0.100510394,0.756837275,0.146346153,0.579814744,0.4478727,-0.094765786,0.640224971,-0.716390682,0.108126525,0.129415186,0.196594451,0.245343191,0.300108657,0.351287254,0.426962391,0.333335757,0.659682327,0.220498124,0.163584137,0.664574399,0.380170411,-0.112655026,-1.448889298,0.314162506,0.387362404,-0.087177955,0.373325025,-0.173463807,0.679865861,0.377086193,0.491003823,0.504617202,-0.239743733,0.39200133,0.288406715,0.315852807,0.858237534,0.051808604,-0.273739839,0.516828853,0.101630479,-0.189853193,0.267775921,-0.287341105,0.058984388,0.44830461,0.580771699,-0.169669886,0.531933161,-0.368020142,-0.371561553,0.41243298,0.008888206,0.758435453,0.644058191,-0.163606772,0.630578216,0.502540796,-0.419503001,0.644421987,0.351621673,0.337570575,0.054466043,0.393706867,-0.333273847
P22102,0.313427909,0.415813536,0.279619677,0.420953375,0.002676873,-0.248369611,-0.085281825,-0.299537435,-0.36287319,-0.155805807,0.219604267,0.212949825,-0.175082086,0.035778456,0.271743505,-0.122836786,-0.197751944,0.149327169,0.308152432,0.363633852,-0.208058177,0.462479159,-0.205054918,-0.19103004,0.181258589,0.23779105,0.181393075,0.364331713,0.301761912,0.289567092,-0.09283854,-0.092188313,0.284434319,0.308653364,0.279939428,0.228953561,0.440701585,0.289558978,0.08911941,-0.097575016,-0.154397087,-0.48251534,0.338501696,-0.12592462,0.330139408,-0.223758588,0.167188238,0.160002423,-0.114024628,-0.16369256,0.165366168,-0.300042539,-0.041993024,-0.04555266,-0.07521249,-0.158137063,-0.046866603,-0.41179867,-0.141421876,0.186701848,0.171652062,-0.271787481,0.174633451,-0.279710024,-0.281750524,0.248406754,-0.31530501,-0.140757679,-0.178722932,0.270871545,0.004685939,0.510128543,-0.094386728,0.395895809,0.280722365,0.323888978,0.039682231,0.375697251,-0.388599008,-0.097676743,-0.030051967,0.052703147,-0.210070103,0.156124947,0.117829634,-0.047236586,-0.482009552,-0.333854923,0.105945217,0.35724253,-0.241679091,0.344305944,0.321845367,-0.087617246
P22234,0.398436356,-0.283960755,0.214529791,-0.034132263,-0.042406696,0.193720267,0.052323117,0.423537265,-0.007507326,0.16416875,0.125446031,0.562261987,0.12554251,-0.006164863,0.412008893,0.661787895,-0.104685002,0.124151447,-0.430758449,0.382873575,-0.230534479,0.116923854,-0.097556076,0.293074932,-0.011177835,-0.105929403,-0.525219,0.567498349,-0.218917531,-0.410186204,0.451847206,0.457489753,-0.244910141,0.417149219,-0.291240408,0.081526225,0.15863843,0.305692884,0.223094227,0.105792114,-0.126174909,-0.159269874,-0.252819512,-0.35228742,0.169321743,0.185220917,-0.023072228,-0.060398954,-0.003898878,0.248001872,-0.24309848,0.52254225,-0.607585482,0.042350287,-0.047897099,0.020711669,0.228113221,0.125595703,0.104907516,0.530406188,0.114339883,0.109967688,0.422874424,-0.290762744,-0.685105404,0.430157982,0.167066161,0.189575028,0.702638925,-0.233466152,-0.214769836,0.554881933,-0.632592063,0.11285719,-0.361217682,0.357261288,0.135023232,0.694778635,0.384701412,-0.19264152,-0.0946241,0.654185453,-0.128681871,0.112773509,0.331026647,-0.252580496,-0.121579364,0.033598229,5.74E-05,-0.459723063,-0.291192981,-0.375656272,-0.084299984,0.213795509
P22314,-0.088584475,0.229086602,0.164300711,0.018636005,0.058058809,0.485283839,0.372023482,0.353552491,0.040753543,-0.071437061,0.295186745,0.281312237,-0.118414479,0.125576522,0.233049627,0.13054639,0.412484593,-0.054153181,0.195415225,0.223698779,0.161977769,0.271454148,0.147895785,0.169752946,-0.13427694,0.046490751,-0.214090739,0.282815049,0.389525384,0.119674091,0.296262642,-0.409904967,0.39553707,0.191389857,0.254147197,0.351835059,0.154651514,-0.091987011,0.518067993,0.045510929,-0.510796681,0.250100697,-0.402744819,0.377332338,0.276268744,0.111484066,0.312527802,-0.139827162,0.649154438,0.216224168,0.07781585,-0.039702081,-0.32076571,0.324472925,0.216373899,0.26393892,0.370756148,0.339008794,0.021825325,-0.029378977,-0.2248367,0.285813296,0.122665508,-0.296837671,0.115006042,-0.330674249,0.468884524,-0.124417621,0.141618653,-0.377003118,-0.290505052,0.208039974,-0.054103853,0.440213031,-0.359789398,0.14579732,-0.124728719,-0.184194935,0.016028717,-0.117825041,-0.052524241,0.193201866,0.320985739,-0.425731426,-0.227717113,-0.055934621,0.325522039,-0.07352543,0.030634634,0.304436121,-0.586604127,0.13519158,-0.04340181,0.085028345
P22392,-0.025706728,0.786982247,0.79298608,0.434121064,-0.065785591,0.75398648,0.546919672,-0.549745293,-0.38843144,0.39658909,0.570389319,0.427246095,0.043794049,0.829190382,0.480625711,-0.13906394,0.632012053,0.055496701,0.894844931,-0.359982324,0.375149355,0.616960167,0.362874395,0.04087955,0.775521013,0.707275303,0.501748991,0.357279284,0.599975573,0.333312404,0.341501727,0.312670597,0.530454352,0.765779866,0.192548768,0.487670225,0.145745062,0.364945435,0.293214986,0.387360434,-0.337593934,0.504596479,0.606282684,0.273112457,0.40336589,0.60791188,0.378053269,0.480716254,0.096624266,0.592833732,0.607725174,-0.143681401,0.378275491,-0.23808029,0.054474485,0.501634893,0.169040026,0.564934744,0.403315861,0.324258323,-1.252137657,0.104866919,0.639719498,0.462394196,0.283907028,-0.463559748,0.671855015,0.110999978,0.279343535,0.589005751,0.556891757,-0.157372191,-0.062551561,-0.224928661,0.223865421,0.619625044,0.759728814,0.418136904,-0.42368954,0.204621189,0.146996595,-1.110337677,0.148203992,0.131646961,-0.639303636,0.299122719,0.577705215,0.532867258,0.846885551,0.379299937,0.859633048,0.356759856,0.528839545,0.077077754
P22626,-0.038539651,-0.008247511,-0.14175065,-0.172748096,0.063895026,-0.340375581,-0.191580641,-0.055279122,-0.147126422,0.122627966,0.330620154,-0.137641699,-0.251596865,0.083908983,0.117711844,-0.195136322,-0.121709034,-0.409889078,0.045184128,-0.123423089,-0.073031374,0.003421315,-0.199000362,0.097883342,0.006230147,0.053629729,0.023646639,0.465077911,-0.052620491,-0.154257909,-0.070559239,-0.146670739,-0.162323532,0.114710109,-0.39760449,0.21147427,-0.070624392,0.218598089,0.121468729,0.212733351,0.012583313,-0.33615607,-0.171316189,0.330495505,-0.052739542,-0.301297108,0.140556527,0.130758659,0.141743004,-0.152288442,0.043241069,0.318282815,0.413556571,-0.124444162,0.162657891,0.061843498,-0.166852013,0.253099547,0.042796327,-0.115685805,0.391199097,-0.088559949,0.171581014,0.007557436,-0.326900858,0.399468701,-0.013448878,0.023774692,-0.098805096,-0.075090094,-0.190509243,0.401791095,-0.194345586,0.203870055,0.062495705,-0.022587079,0.27271372,-0.033192681,0.044586905,0.100954471,-0.235461243,0.256053223,0.094686825,-0.123937059,0.190113783,0.099457072,0.148095783,-0.097702596,-0.025174231,0.230227913,-0.114762253,-0.169263229,0.10139107,0.134518975
P23193,-0.163781539,-0.067401273,-0.205887434,-0.066131208,-0.284607179,-0.205386453,0.312719375,0.130305744,0.332742478,-0.081360285,-0.181468494,-0.292220674,-0.112131352,-0.386297566,-0.240535301,0.471258469,-0.50228823,-0.509394505,-0.441131201,0.057677599,0.393279067,-0.096767478,0.158449656,0.093861768,-0.346323319,-0.363600676,-0.258326943,-0.353015376,-0.157068402,-0.029065177,-0.275046369,-0.294306931,-0.224686471,-0.2144052,-0.223001313,-0.166468275,0.030935113,-0.343874427,-0.284127792,-0.197892635,-0.107799414,-0.400561642,-0.242423967,-0.374777757,-0.034529911,-0.169642225,-0.150821788,-0.388722709,-0.387452055,0.237163023,0.106991974,-0.23627341,-0.550771742,0.657155347,-0.291225975,0.016356334,0.460541476,-0.453061634,-0.012750201,-0.186096158,-0.124041448,-0.145670358,0.563855229,0.030238079,0.028197578,-0.122844913,-0.478988153,-0.108154415,0.5460203,0.173271716,0.052054752,0.089190747,0.217912607,0.022287154,0.247058806,0.071221414,0.501421893,0.259573093,-0.136484855,-0.131398085,0.296091342,-0.327729479,0.081865988,-0.215358943,0.170609059,0.628137924,-0.102373573,-0.136966493,-0.050529216,-0.156772988,-0.524669101,-0.205262898,-0.075998938,-0.023317466
P23246,-0.152775041,0.261848026,0.13408756,-0.224990904,0.272023401,0.175124958,-0.442377811,0.243893116,0.703281359,0.490401702,0.478185149,0.003932302,0.148501415,-0.041102323,0.171266817,-0.211995809,0.012768502,-0.32646421,-0.077799706,-0.387334759,-0.32485606,0.182847045,0.031645379,0.001157783,0.389952219,0.363596021,-0.02755272,0.411545002,0.336115249,0.163085614,0.089055719,0.036630178,0.247038386,0.356040546,-0.251732996,0.2433243,-0.044612939,0.466377483,-0.148848761,0.340873726,-0.450739747,-0.053737742,0.483736568,0.068983966,0.055881238,-0.052619789,-0.258140029,0.350315516,0.068037464,-0.007439902,-0.134197475,-0.285547968,0.265570656,-0.183690011,-0.25901787,0.168976167,0.000723924,-0.527630985,-0.209997223,-0.393489116,0.020684141,-0.096475697,0.342632817,0.025251244,-0.270009261,0.076389838,-0.094149994,-0.191351033,-0.055688594,0.041277917,-0.343940103,0.414192321,0.240157052,-0.218429537,0.006513873,-0.220386466,-0.167360694,-0.395356011,-0.308798756,-0.240602455,0.113466795,0.349070015,0.242310658,0.035627936,0.06526901,0.186554683,-0.067792361,-0.013685927,0.185302273,0.274748013,-0.046177716,0.130635783,0.455221448,0.373664944
P23284,0.099935445,-0.721004172,0.221552023,0.624073489,-0.187246178,0.275892767,0.623646296,0.72204155,-0.064039297,-0.303509227,-0.49723335,-0.374384339,0.376154376,0.506075014,0.081674394,0.250689068,0.612328426,-0.065223454,0.760571036,0.266989947,0.007404771,0.29670284,-0.068717636,-0.565568909,0.350016323,0.187373127,-0.480784099,-0.398436338,0.380959347,0.59406232,-0.234436366,0.182930626,-0.232470268,0.60420636,0.229710575,-0.127899628,0.819908024,-0.086409773,-0.281738603,0.000953218,-0.265858202,0.162469318,-0.159721328,0.276019844,-0.34720776,-0.37931653,-0.334428818,0.652993,-0.554976089,-0.04468037,-0.161431044,0.28832382,-0.92470875,0.064121836,-0.409952488,-0.400544486,-0.129339921,-0.069358039,-0.168194619,0.402495575,-0.247715526,0.375628588,0.816953408,0.002386353,-0.262496453,-0.087277326,0.073852642,0.352196015,-0.31215072,0.307223914,-0.283588703,-0.235090694,0.061278945,-0.403351198,0.778664887,0.040656755,-0.594047583,0.071286655,0.098233999,0.499425065,-0.672816884,-0.273791388,-0.469162607,-0.949570304,-0.280085162,0.360994986,-0.34080481,-0.320153171,-0.746856749,-0.049306012,-0.046394794,0.050397105,0.722158499,0.373599939
P23381,0.630254197,-0.18492913,0.978589062,0.602523359,0.144375488,0.355289989,0.106180248,0.114206476,1.011746698,0.379440364,-0.022683424,0.222310618,0.364589709,1.130380999,0.3068899,0.493056555,0.638551822,0.498191843,0.927699704,0.207986434,0.402548848,-0.332024593,0.364872757,0.517756249,0.133844237,0.108471778,0.916030871,0.190437914,0.914378148,-0.538800787,0.807193772,-0.100163563,0.655378792,0.294743821,0.479663411,-0.01127759,0.011916039,0.8636673,0.650064364,-0.261819475,-0.328014555,0.498882615,0.942970345,0.722262069,0.115080992,-0.056601737,-0.0084977,0.32620089,-0.047379413,-0.085031947,1.200731911,0.062913226,-0.214385926,0.825226212,0.516509188,0.562548871,1.001172617,-0.207424448,0.952780607,0.090085505,0.258590738,0.203034254,0.593098921,0.459735579,0.485809659,1.487195158,0.494356267,-0.266801552,-0.259686426,0.072172601,0.523207148,0.202725681,0.452646036,-0.197289184,0.485948981,0.419012694,0.923987679,0.809365295,0.444390962,-0.25022223,-0.172649272,0.925224305,-0.37071645,0.20145827,1.465589837,0.893494749,-0.246493425,0.776691835,-0.12478606,-0.169029173,-0.343963824,0.788728284,0.706829367,0.27802218
P23396,0.036416035,-0.129425402,-0.268405274,-0.034283966,0.04721248,-0.376556935,-0.299217671,0.471105181,0.339396529,0.122988777,-0.021775235,-0.458780114,0.304784135,-0.516206887,-0.38885506,0.052831445,-0.473687601,-0.209902433,-0.233558733,0.025725421,0.442010242,-0.324214069,-0.065407487,-0.771331897,-0.009947952,-0.196149066,-0.827837857,0.111603804,-0.059523158,0.140196929,-0.166619221,-0.09356169,-0.286687654,-0.034169603,-0.102351806,-0.39122447,0.432064806,0.033198493,0.218036889,-0.290260261,0.234096982,-0.289011905,-0.040169164,-0.501037064,-0.308014715,-0.348857645,-0.4523093,-0.007800483,-0.191060992,-0.764415921,0.168597721,0.488333355,-0.582289872,0.005248283,-0.412376556,-0.818530927,0.277509492,0.018633019,-0.221724855,-0.540016663,0.413276802,-0.065086371,-0.007734261,0.137475034,-0.960042566,0.003317993,0.066205157,0.514054791,0.268569468,-0.924846286,-0.006962028,0.159284673,0.006729968,-0.126596163,-0.102489736,-0.309239371,-0.437179337,-0.239325189,-0.225596665,0.153285138,-0.110108977,0.684123267,0.07998095,-0.229408783,0.054814039,-0.441790153,-0.526642242,-0.812814711,-0.694360487,0.184565243,-0.131551801,0.040174221,-0.44708127,0.024327618
P23526,0.398569499,0.258265802,0.017545366,0.174462305,-0.983901038,-0.04312476,0.394636982,0.128437705,-0.121634025,-0.345242417,0.146578169,0.038236786,-0.208088652,0.650462794,0.348717,0.522513797,0.093068521,-0.585303577,-0.004985779,-0.280550096,0.26435354,0.403520022,0.286535635,-0.723154407,-0.066990577,-0.365324244,0.393276158,-0.147204218,0.112420942,-0.461145721,0.236900869,-0.621788215,0.101695995,0.368489034,-0.103952099,0.330203366,-0.210789157,0.113874701,-0.493128065,0.236309872,-0.571336383,-0.002328938,-0.017526673,-0.03165457,-0.140352788,0.081246928,-0.318784279,0.365767747,-0.019629101,-0.016890595,0.111703292,-0.035276073,-0.008278095,-0.906430335,0.05368148,-0.361423467,0.356071586,-0.037601028,-0.446550205,-0.284480889,0.099987766,0.201919128,-0.249810309,-0.19290777,-0.606328693,-0.180648355,-0.359282333,0.01527453,0.200321657,-0.169600836,0.114645559,0.052775289,0.179858206,0.390555295,0.041758534,-0.452695505,-0.382937999,0.434173916,-0.073673517,-0.154895993,0.684721046,-0.334665366,-0.460531289,0.28902269,0.173328201,-0.043487915,0.000412873,-0.3234992,-0.345519978,0.031290854,-0.211429976,-1.029389263,-0.302252777,0.255056535
P23528,0.963431854,0.094222711,0.46043117,0.311062206,0.251077698,0.417249646,-0.095211023,-0.123564581,-0.181238542,0.225906638,0.678687641,0.231135101,-0.16099091,0.356622946,0.176687617,0.215202197,0.143269873,0.05838141,0.682374641,-0.077674475,-0.069998322,-0.248499338,-0.201098706,-0.254759569,0.319150053,0.120396734,0.449655211,0.335728382,0.42948268,0.015649599,0.031746256,-0.079082412,0.533984114,0.280059318,0.251718881,0.194843861,0.152315633,0.27585435,0.362675452,0.356171764,-0.563643623,0.412494353,0.203534811,0.20132022,0.278673416,0.104035085,-0.176129148,0.805762376,0.189064774,0.457866588,0.568919125,0.003779543,0.337571969,0.534380421,0.457871748,0.533274731,0.249795049,0.113485065,0.119351616,-0.16774445,0.118172057,0.071809361,0.343221211,0.490453574,0.592768235,-0.070466398,-0.154738072,0.562285498,-0.583477897,0.174300562,0.510028732,0.385992855,-0.147892183,-0.268623398,0.26659433,0.630395902,0.387354122,-0.38042659,0.575625892,-0.594453174,-0.079250868,0.31561261,0.221958777,0.152243654,0.07297492,0.26283146,0.337151765,0.480306563,0.222047989,0.223071262,0.585694517,0.286961992,0.347848987,0.171172324
P23588,0.150295874,0.158081581,0.278646925,-0.277569954,0.491218447,-0.06927372,0.17875844,0.325672114,0.037855773,0.207172997,0.401993,0.339781247,-0.006318454,0.193158397,0.297239275,0.149460959,0.133549597,0.034536102,-0.159360364,0.170345683,0.312325316,0.101610023,0.298699693,0.067283389,-0.46370516,0.191048043,0.501997547,0.213821085,-0.565212024,-0.063523259,0.139306153,0.037385824,-0.113927254,0.080930406,0.288167231,0.442148884,0.111158464,-0.332249404,-0.629625591,-0.413953402,-0.138508696,-0.092495386,-0.034889551,0.141461074,0.268180602,-0.07782443,0.275897386,0.143557081,0.664483701,0.758379354,0.405340361,0.339533184,-0.050791042,0.289159957,0.162126234,0.645049654,0.077689286,0.378066103,0.380375116,0.331080647,0.114777758,0.064377776,0.412482394,0.833555387,-0.042911645,0.571886382,-0.387193937,-0.07348999,0.166911279,-0.092090431,-0.197023098,0.160432901,0.667995398,0.37645649,-0.074189724,0.593752862,-0.051031202,0.032044959,0.331472385,-0.155538278,-0.299485625,-0.175147058,-0.405174146,0.83863267,0.028928265,-0.203665607,0.079635315,0.159170985,0.323639869,-0.220165577,-0.058659652,0.364566461,-0.254959114,-0.187246981
P24043,-0.270136338,0.374950842,0.508386394,0.188455976,-0.141286925,-0.178977454,-0.168433605,-0.344269607,0.650313094,0.364987928,0.315912715,0.635496691,-0.095502512,0.284280348,0.388553797,0.614487918,0.047552274,0.681208261,0.493748149,-0.707675891,-0.666755151,0.462744517,0.02808222,0.50236909,-0.419764665,0.903225141,0.46356805,0.127672735,0.452185234,0.219777577,0.635948302,0.190604308,0.564994767,0.575594884,0.354353311,0.108334997,0.622433203,0.558372454,0.558110885,0.270730691,-0.072871828,0.127485137,0.601605004,0.607511382,0.210505087,-0.054658356,0.417583924,0.323622916,0.021564182,0.654842757,-0.385539784,-0.219905869,0.214359368,0.642629453,0.057508402,0.020726746,0.235586143,0.465872886,0.0744873,0.416792349,0.184312192,-0.106086484,0.583203956,0.386860745,0.688335839,-0.381287921,0.750703225,-0.255370551,-0.135041306,0.057531567,-0.462071919,0.073308476,-0.288558796,0.797617986,-0.086021602,0.808654781,0.164431856,0.256174841,-1.329045554,-0.130894523,0.544678464,0.315025457,0.624005507,0.064307976,0.29572187,0.538923045,-0.133207161,0.409169544,0.394464441,0.048998166,0.402603083,0.680921266,0.262895197,0.167940613
P24311,0.130245554,-0.375973903,0.439156055,-0.192810266,0.496219402,-0.143174074,-0.122191079,0.355882238,-0.257361924,0.830565824,-0.352050256,0.149826171,0.500441062,0.233342617,0.184800029,-0.243450031,0.10690919,-0.214036271,-0.392626792,0.12860602,-0.485330837,0.314687477,-0.257969494,-0.030538079,0.43227453,0.44014153,-0.060253095,-0.206679851,-0.389447128,0.021679091,0.011051002,-0.184318432,-0.284068703,-0.546529335,-0.018817061,0.342999218,-0.272748918,-0.011266376,-0.187162669,0.567998027,0.589332079,0.06760841,-0.207086857,-0.124025484,0.076721528,-0.387836432,0.68835769,-0.134084688,0.092971732,-0.047844816,-0.197772347,-0.278110148,-0.039232316,-0.042791951,-0.474099705,-0.660720147,-0.262540668,0.014381419,-0.148337233,0.383991139,-0.022403845,-0.038142599,-0.095893339,-0.101159992,-0.129285141,0.20977045,0.611547777,0.244575352,-0.268256229,0.368546947,0.337931393,-0.142463363,-0.241852435,-0.218953715,-0.394751041,0.368629679,-0.149290299,0.144250815,0.250921585,-0.087666477,-0.660673547,0.296342384,-0.471540492,-0.48740413,0.218653849,-0.308169376,-0.006052031,0.24514708,0.33678847,-0.699791469,0.015084345,-0.067051215,0.055314005,0.103380385
P24534,0.344878901,0.283940992,0.157763765,0.384943207,0.251744119,0.046379897,-0.339796546,-0.41233265,0.535669436,0.135546034,0.330638217,0.160728551,-0.158539196,0.489239318,0.272497589,0.225850106,-0.16561096,0.197020212,-0.234200882,-0.803063964,-0.040956693,-0.152688652,-0.063526876,-0.378390013,0.781119982,-0.278172075,0.40041529,-0.183844539,-0.021638774,0.138231196,0.472193841,0.158725731,-0.178053714,0.603630965,0.298553276,-0.145885049,0.411928198,0.723166715,0.668871449,0.229860469,-0.293663619,-0.137311354,-0.014440101,-0.229892073,0.094134026,-0.577445947,0.110665071,0.507976843,-0.168160838,0.022821448,-0.248304425,-0.456048845,-0.115985233,-0.222396686,-0.289200211,-0.12108957,-0.005901699,-0.05084487,0.280139515,-0.592184072,0.351366755,-0.137370098,-0.061931232,-0.1428126,-0.461882749,0.523140231,-0.195443155,-0.307858713,-0.340435069,-0.243571701,-0.035404633,0.141523986,0.314783176,0.310173145,-0.522351074,-0.57061768,0.154703048,-0.165338633,0.172185508,0.168023998,-0.246836194,-0.027270146,0.046615015,-0.533476786,0.283437509,-0.414333412,-0.287632757,-0.214740818,-0.051330097,0.387170296,0.010045412,0.225714176,-0.572898059,0.050920359
P24666,0.129050281,-0.519463695,-0.157780056,-0.088816945,0.378416713,-0.035327441,-0.343502117,0.220649299,0.251403747,-0.021750128,-0.702121867,0.240189315,0.163108024,-0.080874452,-0.450459982,0.009923767,-0.050460812,-0.082520609,-0.094594244,-0.119473265,-0.023136906,-0.036268479,0.138182236,0.243991299,-0.21492595,-0.095006016,-0.007368228,-0.308056041,0.540179338,0.113300716,-0.256231307,-0.225092161,0.137396068,0.204299288,0.310018034,-0.035027679,-0.146314981,0.360064828,0.27500126,0.100692527,-0.5439092,0.565482879,0.099421299,0.17542826,0.18466373,0.54057997,-0.121265023,-0.052822375,0.171520061,-0.021037025,-0.364430392,-0.215255822,0.047475564,-0.01598416,0.197800141,0.183105817,0.036605598,0.277457998,-0.226005424,-0.240473245,0.065193951,0.22328446,0.157515446,-0.175366765,-0.265983737,-0.114089903,-0.014871718,-0.257224023,0.250727708,-0.284667766,0.249364613,0.076848662,0.177880732,0.045658727,0.065831908,-0.32547507,0.069367705,-0.062018253,-0.062463465,-0.057376695,0.207398336,-0.152204477,-0.069054974,-0.468231857,-0.025435265,0.105218032,0.216487792,-0.017422044,-0.17209265,-0.256575752,0.583882501,-0.069590571,0.099142348,-0.083484685
P24752,-0.123178209,-0.184428765,0.001763826,0.17488867,-0.366093019,0.22511521,-0.173032433,0.340221085,0.385457619,-0.246777598,-0.021589271,-0.374725413,-0.138061132,0.179764279,-0.208284777,-0.785648632,-0.35838985,-0.193725527,0.037670085,-0.126510183,-0.267545928,-0.316724584,0.020267042,0.342531147,-0.076502846,0.305916671,-0.066658733,-0.056710694,0.244739374,-0.500921294,-0.422055633,-0.218039865,0.405672285,-0.193082269,0.037232673,0.044350303,0.128162927,0.396090676,-0.281282292,-0.752461787,0.131086717,0.199765369,0.212538846,0.303362923,-0.13333323,0.199845596,-0.335933995,0.035757085,-0.084510298,-0.614466576,-0.105834634,0.084452616,-0.010523754,-0.711279987,-0.437885898,0.036267859,0.194650211,0.229234019,0.077311873,-0.467179127,-0.421946854,-0.088230506,0.243583814,0.581374002,-0.148639288,-0.401785924,-0.178756086,-0.042934527,-0.066204024,0.177105544,-0.327454856,-0.323058265,0.08882542,-0.142349496,0.565255064,-0.141092135,0.525679369,0.312481356,0.267638601,-0.161314739,-0.360374199,-0.618410627,0.187982389,-0.615092911,-0.374699418,0.664522649,0.410366687,0.092024853,0.02407772,-0.287925716,0.018675663,-0.12601037,-0.511785599,-0.050537544
P25205,-0.321141409,-0.449615601,-0.546101845,0.109717525,-0.530208227,-0.258567194,0.393841478,-0.214839599,0.089145383,-0.458550746,-0.13478921,-0.303972605,-0.426322744,-0.05519442,-0.543068889,-0.458697652,-0.581026688,-0.571314762,-0.36831383,-0.262210194,-0.39196696,-0.231736992,-0.441348317,-0.337466289,-0.452762706,-0.232368795,-0.334410294,-0.478258557,-0.311280746,-0.246213013,-0.369987571,-0.657476759,0.026216516,-0.030750968,-0.764315932,0.117961674,-0.75649262,-0.528486518,-0.233477587,0.21310347,0.587058605,0.093708856,-0.296644814,-0.515693292,-0.334813786,-0.192258767,-0.327586841,-0.280729603,-0.503863925,-0.433110515,-0.358486176,-0.660674748,0.077839279,-0.098686865,-0.315201664,-0.372230939,0.027763828,-0.576981655,-0.154410894,-0.600174514,-0.11045324,-0.291940308,-0.259952443,-0.366333499,-0.282875829,-0.24559641,-0.409480128,-0.25333426,-0.591356951,-0.243511905,-0.343278983,-0.399485421,-0.246141947,-0.291824138,-0.713598782,-0.210160098,-0.446980433,-0.026286384,-0.458246867,-0.340494451,-0.029758044,0.156792118,-0.283703438,-0.363394109,-0.628684768,-0.08941858,-0.460157058,-0.091652554,-0.466741849,-0.322068898,-0.212642596,-0.359369918,-0.325338765,-0.457182957
P25398,0.0218506,0.312633275,-0.261492034,0.127188394,-0.404926998,-0.275771948,0.185784099,0.422281732,-0.715198641,-0.082395965,-0.296297947,-0.229102394,0.235995755,0.025101602,-0.198592266,-0.406395788,-0.60581383,0.187937862,-0.507749517,0.484100044,-0.163606055,-0.37568359,-0.652109438,-0.333071919,-0.181049029,0.596574135,0.653007807,0.061704789,0.402268451,0.383135951,-0.042763464,0.20666489,0.066093098,-0.457302771,-0.14254142,0.267534641,0.226067109,-0.218368827,0.620189254,0.097095007,0.53022163,-0.623147069,0.25070385,-0.856868967,0.041968539,0.316812308,0.350783425,0.28994483,-0.402739577,0.025797174,0.094932889,-0.057735711,0.07278862,-0.290685104,-0.387353788,-0.732279541,0.114554281,-0.09911658,0.153613841,-0.140514716,-0.092622644,-0.38018412,-0.322067215,-0.252006934,-0.472575762,0.71282997,-0.174926276,0.104085607,-0.118408186,-0.522319683,0.118624553,0.066068446,-0.208357469,0.140069236,-0.112736007,-0.495199235,-0.461150608,0.028926154,0.381191576,0.412845461,0.147225175,0.580561687,-0.53136194,-0.502634863,0.275435441,-0.178293486,-1.065684074,0.119059739,0.13195638,0.381825961,0.270550976,-0.56253786,0.247449828,0.349654932
P25705,-0.171449546,0.410293084,0.346147672,0.442269087,0.351274345,0.584505165,0.544600094,0.213786734,0.536790929,0.263596122,0.604252285,-0.438334776,0.22819854,0.745717347,0.439599066,-0.418962282,0.37984333,0.206079364,0.513942576,0.345857755,-0.024235015,0.664820015,0.140605594,-0.451835793,0.433339191,0.274579551,0.173125877,0.152926189,0.445317829,0.326689158,0.322590691,0.333012046,0.582343695,0.370617025,0.144713615,0.190374527,0.510804507,0.056880896,0.11831027,0.10517939,0.132484214,0.441687984,0.197697208,0.329090505,0.031511036,0.309023685,0.299716289,0.332244307,0.037467406,0.157333969,0.182580845,-0.227684362,0.151176277,0.151717513,0.085108194,-0.16187169,-0.204119367,0.286425036,0.309787104,-0.099761982,-0.201914457,0.017716228,0.211455512,-0.117892708,-0.325123498,0.465697597,0.146603203,0.241214847,-0.162422113,-0.111703031,-0.235440252,0.542740722,-0.277297555,-0.097131272,-0.164171521,-0.148792715,-0.488895244,-0.313884259,0.501878786,0.156694944,-0.273627269,-0.496807089,-0.840318567,-0.323315838,0.076789671,-0.05712405,0.288937968,-0.017664186,0.275422684,0.446541028,1.025476321,-0.070359353,0.302789722,0.155969065
