Protein,i10,i105,i106,i107,i108,i109,i11,i110,i12,i122,i123,i124,i125,i126,i127,i13,i136,i137,i138,i139,i14,i140,i141,i15,i151,i152,i153,i154,i155,i156,i167,i168,i169,i170,i171,i172,i185,i186,i187,i188,i189,i190,i202,i203,i204,i205,i206,i207,i216,i217,i218,i219,i220,i221,i232,i233,i234,i235,i236,i237,i247,i248,i250,i251,i252,i26,i27,i28,i29,i30,i31,i41,i42,i43,i44,i45,i46,i57,i58,i59,i61,i62,i71,i72,i73,i74,i75,i76,i88,i89,i90,i91,i92,i93
O14745,-0.026604997,-0.058312988,-0.262671558,-0.311544441,-0.181850933,-0.264900787,0.565555269,0.011760902,-0.129338288,0.157702018,-0.035588938,-0.04224338,-0.232819178,-0.465370525,-0.370878929,0.2871234,-0.244701893,-0.437030468,-0.398203732,-0.203495322,-0.229189623,-0.196744916,-0.061717488,-0.179501233,-0.431234694,-0.303979874,-0.168639161,-0.066329903,0.042963367,-0.025057307,-0.178795385,-0.578986388,-0.265738238,-0.351799766,-0.090268301,0.275100608,0.069953068,0.240661395,0.393437056,0.154019715,-0.251873134,0.139663683,-0.172715616,-0.291841192,-0.092700031,-0.156088005,-0.175437102,-0.337324682,0.098465341,0.264406493,-0.385632976,0.402782133,0.04883868,-0.525281121,0.243596438,-0.009963147,-0.184656549,0.167997637,-0.284519426,-0.459327252,-0.413444219,0.351843074,0.076114159,0.070847507,0.149862917,-0.073276991,0.193684688,-0.282807016,0.095171868,0.033727548,0.737016378,-0.121959481,-0.219066429,0.111093429,0.057623619,-0.27315435,0.550201279,-0.220859771,0.069037989,0.147762532,0.406861218,0.139362112,0.071932114,0.056068476,-0.165935149,-0.26249044,-0.186689086,-0.020447721,-0.285166408,-0.015806211,0.030375712,-0.290355407,-0.312815983,0.319132909
O14818,0.371207495,0.413414899,-0.083790354,0.598215343,0.219887361,-0.072392304,-0.122839546,0.078094838,-0.33663419,-0.06695765,-0.042162798,0.529261147,-0.063597438,0.549403761,0.1646794,-0.621529094,0.363471914,-0.417545475,-0.180414352,-0.213843728,-0.454479083,0.680207384,0.297508482,-0.467768156,0.091764096,0.089429214,0.212577147,0.14227389,-0.609612917,-0.077443115,-0.129029156,0.138337071,-0.20141587,-0.11024137,0.06025743,0.119136137,-0.077343908,0.304498096,-0.535593819,-0.098879083,-0.083364944,0.295586041,0.030902354,0.458460584,-0.173239133,0.109129467,0.273537272,0.637680861,0.484253703,0.230519289,-0.369220567,0.260995972,-0.479687876,-0.199997788,1.014635798,-0.397607075,0.36692635,0.015994778,0.352563533,-0.565778973,-0.879911528,0.031908776,-0.110370078,0.069047359,0.115004587,-0.512222014,-0.117428404,0.190781245,-0.43133905,-0.146428594,-0.046494362,-0.126592351,0.003892859,0.200342335,0.020981026,0.571607982,0.221947083,-0.159254384,0.265744541,-0.039564127,-0.629005959,0.004662218,-0.018186707,-0.316960641,0.294570171,0.598493822,-0.192116763,0.038457923,0.533823641,0.55654915,0.345834467,0.169622229,0.027223608,0.39366837
O14979,-0.136729677,-0.137450058,0.408010984,-0.241803591,0.347941736,0.428277812,-0.783839583,-0.168224069,-0.700022136,-0.157686313,0.379538746,-0.475852913,0.159709706,-0.205347191,0.258124792,0.019510759,0.363911924,-0.075323801,-0.152806918,0.169418994,-0.081920866,-0.361882896,0.246952833,0.427616395,-0.216475325,-0.561136561,-0.188521979,0.345769391,-0.411120479,-0.124507043,0.315195944,0.048289178,-0.184120638,-0.00679492,-0.228027048,-0.377722083,-0.210892074,-0.089270313,0.060562776,0.149688011,-0.06844204,0.332951394,-0.126075587,-0.293407637,0.17446069,0.542049171,-0.42898065,0.438238367,0.277565477,0.078555201,-0.158106865,0.651710122,0.367125816,-0.195443134,-0.041578985,0.270993009,-0.19752471,0.336627863,0.630361392,-0.541766961,-0.400789578,-0.291227698,0.682486576,-0.013114941,0.032608617,0.163527645,0.510882038,0.130229923,-0.216681757,-0.319845375,0.295153932,-0.048406082,-0.083047082,0.101749197,0.368369271,0.107302419,0.233199014,0.16920965,-0.081450725,-0.27627041,-0.192198478,0.275025663,0.142689743,0.007783998,-0.218933502,-0.201452323,0.24425711,0.406541667,-0.166661855,-0.341577655,0.412334616,-0.430443437,0.297418329,-0.156237809
O14980,-0.123868048,-0.845426126,-0.059401519,-0.338765939,0.258922053,-0.263321462,-0.418855995,0.411563052,-0.11921232,0.20795227,-1.143942401,0.164568613,0.032532273,-0.177923469,-0.114412526,-0.428723693,-0.158482825,0.723885343,0.191010178,-0.118210081,-0.212420464,0.257248806,0.078669934,-0.151819569,-0.166146948,0.167471204,-0.047967098,-0.13822418,-0.091611035,0.332389851,0.230940082,0.39571999,0.005761118,-0.442060987,0.277413995,0.462286618,-0.167841406,0.548827869,0.214219114,-0.637459052,0.32327765,-0.140386584,0.454992517,0.301056,0.114023499,-0.284811349,0.22394368,0.148356694,-0.424388092,-0.116333613,-0.02933339,-0.145613299,-0.118615321,-0.345209941,-0.03825472,-0.128887609,-0.113905112,-0.067754631,-0.632908255,0.482880971,-0.122270285,-0.087725899,-0.226010992,-0.231277644,-0.08528129,-0.509447178,-0.346845457,-0.20326198,-0.35470449,-0.19886647,0.193725923,0.042271023,-0.027077037,-0.259167099,-0.023217331,-0.26012006,-0.571477447,-0.411896496,-0.412341708,-0.28738804,-0.186314947,-0.236493517,-0.154186021,-0.170049659,-0.440265771,-0.155371058,-0.384647013,-0.363995374,-0.384110722,-0.671346288,-0.193703069,0.103412701,-0.200051398,0.497482549
O15015,1.052126473,0.549950285,0.423055453,-0.723899204,-0.441280219,-0.224868659,0.063355255,-0.671880183,-0.232698993,0.650095136,0.062700101,-0.272046536,-0.826394591,-0.542258601,-0.077811936,-0.993088634,-0.523123289,-0.770860181,0.451980485,1.018134246,0.210475099,-0.575544691,-0.087261167,-0.846711838,-0.507774057,1.176396296,0.124007771,-0.332872765,-0.646563108,-0.12598492,-0.329829732,-0.507692931,0.355739296,1.033250533,0.000903924,-0.685398669,-1.058595518,-0.106609272,0.235609851,0.260431378,0.60712052,0.001715916,-0.481889567,0.109403645,-0.551558122,-0.247442145,0.918084931,-0.365335764,-1.026154652,-0.022468706,0.15907932,-0.515928592,-0.344762325,-0.407127819,-0.599124233,0.477500262,-0.299683109,-0.45905747,0.039869571,0.064484828,-0.247648932,-0.381111158,-0.733970456,-0.435653091,-0.335218017,0.947153569,-0.186845308,0.199751637,-0.141187208,-0.393601493,0.013965879,-0.705730987,0.433089724,-0.219990737,-0.199817557,-0.303179078,0.794833377,1.218880861,0.804809315,0.343765829,0.417064137,0.783994358,-0.280817036,-0.901543743,-0.763664926,-0.006838758,-0.736876765,-1.002894341,-0.276427429,-0.240094508,0.639330493,-1.247693223,-0.489637023,-0.352226689
O15020,-0.234962587,-0.160315963,-0.156739671,-0.155176125,-0.165642716,-0.172075759,-0.33016381,-0.191719912,0.034651397,-0.206783845,-0.191455788,-0.19811023,-0.203253469,-0.048768646,-0.190408411,-0.125249456,-0.092647576,-0.226889569,-0.232764803,-0.285044514,-0.107798221,-0.078455242,-0.243904468,0.027238948,-0.16684033,-0.179184201,-0.166758041,-0.179286173,-0.156503425,-0.228406487,-0.177046796,-0.185274484,-0.181405899,-0.170805782,-0.176879152,-0.167474517,0.044149323,-0.215907771,-0.21616934,-0.222710734,0.025366863,-0.220143828,-0.187940846,0.247534805,-0.030558636,-0.288010384,-0.036993554,-0.284073235,0.06043229,-0.317522529,-0.237953581,-0.10203519,0.071783297,-0.312469664,0.062934357,0.048240033,-0.203430603,-0.312980404,-0.197249354,-0.378332966,-0.039399059,0.21993901,-0.505974976,0.128385479,-0.224525652,-0.288456992,0.025989339,-0.120385259,-0.140378612,-0.274149059,0.016417603,-0.148875093,-0.138139887,-0.022614498,-0.4106974,-0.011577703,-0.15635605,-0.181632839,-0.232996538,-0.176991281,-0.046313513,-0.185391701,-0.389120388,-0.000123567,-0.165260738,-0.141585918,-0.008330578,-0.143819893,-0.062907933,-0.200242029,-0.072363764,-0.198830306,-0.221290882,-0.215964165
O15050,0.261073787,-0.106714956,-0.275133232,-0.331201103,-0.284036277,-0.272713399,0.137282234,-0.091291063,-1.172957756,-0.235637467,-0.54379142,-0.10281061,-0.107953849,-0.216777205,-0.214998296,-0.573334334,-0.124674304,-0.127324016,-0.024350991,0.227284858,0.059522418,-0.880751003,0.144253758,-0.402119041,-0.328125976,-0.173513358,-0.161087198,-0.17361533,-0.244174799,-0.269503174,-0.17777818,-0.186005868,-0.07717637,-0.08416899,-0.072649623,-0.523087831,0.00424384,-0.333945924,-0.021466362,-0.453311003,-0.14469649,-0.021014211,-0.069355106,-0.063448727,-0.454806129,-0.076290548,0.028697968,-0.156247327,-0.587384024,-0.804235727,0.070147569,-0.314628881,-0.464604991,0.017007213,-0.013574869,-1.422320099,-0.184485309,-0.339009245,0.36784093,0.04374143,0.294387984,-0.656535734,-0.343840654,-0.539019388,-0.339749058,0.179743019,-0.569182273,0.282175549,-0.682182423,-0.447058831,-0.391904185,-0.077027178,-0.447113253,-0.475411841,-0.825727205,-0.506420033,-0.688208476,-0.709691809,0.345830192,-0.498588398,-0.656142267,0.220560848,0.140149113,-0.224471152,-0.058968921,-0.876715648,-0.706502,-0.58984683,-0.141440772,-0.136196078,-0.150896603,-0.207628373,-0.362199778,-0.229144348
O15066,0.429033899,0.094155897,-0.839322594,0.542084366,-0.259547254,-1.041489857,-0.097006386,-0.127471697,0.198440248,0.113306412,0.306811516,-0.31310819,-0.224366001,-0.850550756,-0.595357284,-0.43997521,-0.23781432,-0.372773583,-0.771068525,-0.242745123,-0.084016337,0.440548944,-0.658427467,0.412028671,0.504199252,-0.353774723,-0.147636104,-1.45567456,-0.302014065,0.277710707,0.396745896,-0.191690468,0.277870366,0.272233675,-1.416653035,-0.531798055,-0.956667721,-0.541048004,-0.614824085,0.802508734,0.056597666,-0.041911569,0.060095454,-0.197803504,-0.465767444,0.011124368,-0.475597318,-0.694731015,0.379225712,-0.147083284,-0.974908244,-0.907136681,0.946066855,-0.049230634,0.790389269,0.840817473,0.356067185,-0.486347809,0.444189914,-0.909218256,0.386826982,-0.100379178,-0.615118618,-0.443194044,-0.351583446,0.501197838,-0.726491828,-0.123948996,-0.549020901,0.029099017,0.246623738,0.523396111,-0.855658788,-0.587927965,-0.600872154,0.593302486,-0.115905268,-0.533413563,-0.864293435,0.500386568,-0.357489583,-0.897517965,0.189945119,0.536472227,-0.437649096,-0.690990665,-0.436505108,-1.36156263,-0.512445279,-0.636026825,-0.704626602,0.599795807,-0.2815226,0.098677386
O15143,0.101022272,-0.160150459,0.107275747,0.37021894,-0.10203117,-0.335279609,-0.247039898,0.030345871,-0.453721814,-0.105689054,0.313656128,0.160244813,-0.076385519,-0.316125446,-0.1010366,-0.124169749,-0.692353102,-0.295293029,0.216911316,0.246027543,-0.793840889,-0.433291693,-0.006622461,-0.465557469,0.132811346,0.005939711,0.522548956,0.500025354,-0.098776664,-0.313526066,0.179220492,0.170992804,-0.265974716,-0.239463873,-0.741556759,-0.598021951,0.10961984,-0.12763443,0.694866478,-0.04314084,-0.523475125,-0.298424828,0.08190853,0.753153721,-0.090523577,0.003577927,0.067185517,0.003793598,-0.516826533,-0.653353448,0.378280958,0.362863927,-0.539092848,-0.063154868,-0.730408948,-0.030653499,-0.196478302,-0.573552245,-0.190297053,0.412483197,0.487876818,-0.302598604,-0.622479747,-0.6277464,-0.057317966,0.537422698,-0.48170819,-0.74747926,0.184545825,0.467472322,0.152661535,-0.462811178,-0.299573614,-0.256165098,-0.473827932,-0.509124099,-0.156626786,-0.274942004,-0.195930003,-0.190843232,-0.436603589,0.081398169,-0.218636869,-0.628324851,0.262731837,-0.11147718,-0.796589999,0.322851549,0.02973051,0.112356722,-0.016798899,0.364744223,0.103143204,0.07851005
O15144,-0.026210528,-0.329644871,-0.087235132,-0.340237518,-0.158579363,0.311691714,-0.189170973,0.029807319,-0.053505007,-0.434865305,0.04969976,0.225123139,-0.41518882,0.231984352,-0.342481849,-0.432179683,-0.354115857,-1.001104103,0.152889652,-0.179550487,-0.378666017,0.323019969,0.173000384,-0.712807553,-0.061388656,0.183367933,-0.091148289,-0.294647556,-0.22095672,-0.336848618,-0.645662786,0.07530354,0.189859599,-0.178568783,-0.31117276,0.451933186,-0.014616519,-0.435017692,-0.094210337,-0.167570435,0.237919355,0.721645938,-0.183753286,-0.253856057,0.081127702,-0.03505807,-0.239426086,0.005804391,-0.289523328,0.197284502,-0.404199187,-0.156298747,-0.417640664,-0.021032157,-0.105757962,0.336610378,-0.12172823,-0.182054998,-0.080452294,-0.776944504,-0.053309182,-0.484081193,-0.492270995,-0.273831529,-0.27587203,-0.440281685,-0.125850334,-0.360086067,0.464696953,-0.496800939,-0.366985867,0.028756594,-0.997645129,0.527258637,-0.158662885,0.51274784,-0.670820584,0.601879359,0.80507637,-0.15654876,-0.308695419,0.411644679,-0.469149969,-0.141675179,0.074306126,-0.981833145,0.013441717,-0.41593435,0.258393205,-0.403489816,-0.209527115,-0.078176304,-0.096600572,-0.258132912
O15212,-0.29478003,-0.480426335,-0.396895356,-0.475286496,-0.4057984,-0.412231444,-0.500925725,-0.423964511,-0.721304111,-0.076243403,-0.563139729,-0.590783914,-0.072713028,-0.818843952,-0.05986797,-0.471144506,-0.414546249,-0.404834324,-0.430382289,-0.55240438,-0.702488857,-0.717094375,-0.499615384,-0.070825919,-0.428323178,-0.381793734,-0.369367574,-0.44076902,-0.660168721,-0.360327337,-0.180630494,0.094562402,0.040799412,-0.591047855,-1.105815007,-0.398875405,-0.548699916,-0.387420147,-0.387681717,-0.202850359,-0.381095126,-0.285032183,-0.28722855,-0.071968284,-0.650851652,-0.579807318,-0.092597675,-0.174164995,-0.377776279,-0.449834872,-0.526934525,-0.449298711,-0.652151147,-0.655710783,-0.680068138,-0.450611093,-0.675123791,-0.465416679,-0.346227521,-0.364084778,-0.352296174,-0.390594202,-0.59943873,-0.604705383,-0.394163845,-0.301603902,-0.478040255,-0.694938598,-0.486248897,-0.456996439,-0.550609494,-0.530255001,-0.519519795,-0.561444936,-0.541271755,-0.122977278,-0.537735957,-0.432670872,-0.494519752,-0.489432982,-0.362724894,-0.571910522,-0.592339608,-0.608203246,-0.472483871,-0.593524644,-0.41397676,-0.595758618,0.015921017,-0.50032033,-0.329440157,-0.58087063,-0.603331207,-0.433344208
O15327,-0.325483261,0.743035661,0.124498765,-0.138147883,0.926932123,-0.012367005,-1.004046212,-1.162885816,-0.093767375,-0.88677524,-0.120772355,0.395352729,-0.076285595,-0.566443474,0.438172381,-0.631219282,-0.389675493,-0.559273966,-0.159901078,-0.826623104,-0.185224098,-0.780731281,0.04436142,-0.370846875,0.088816757,0.947598459,-0.29865889,0.947496488,0.346884412,-0.224640317,0.751250666,-1.093580242,0.224046516,-0.020810131,0.228573263,-0.017478866,-0.279194125,-0.400159041,0.082052778,-0.431983043,-0.713443532,-0.76689672,0.657933177,-0.784481097,-0.109739143,0.771618903,-0.025221742,-0.003740636,-0.098300408,-0.36773223,0.715707532,-0.113947379,-0.552372306,-0.709171663,-0.554123429,-0.414499164,-0.684270584,-0.253918343,-0.278449834,-0.011479681,-0.153690184,0.486012062,-0.351024336,-0.491331735,-0.608292319,-0.175942759,0.257085276,-0.520260008,0.044258611,-0.271537508,-0.427353155,-0.575809834,-0.420913429,-0.462838569,-0.586826588,-0.451801774,-0.439129591,-0.633009175,-0.684517953,-0.438818047,-0.774966839,-0.615987135,-0.536241897,-0.552105535,-0.887106528,0.161737924,-0.067302189,-0.046650551,0.467381813,-0.87603127,0.198947178,0.215059426,0.876309793,-0.193513893
O15347,-0.052004235,0.063065991,0.055054985,0.256848497,0.246381906,0.28836963,0.157021183,-0.13544963,0.26732436,0.0514444,0.23434457,0.227690128,-0.028663796,0.233613038,0.235391947,0.186802401,0.157516776,0.10138223,0.08449399,0.142060829,0.204253636,0.17170911,0.309681357,0.259911911,0.229403718,0.040296503,0.052722663,0.085566117,0.285112209,0.274818615,0.033341201,0.257065573,0.028982098,0.039582215,0.265460905,0.04291348,0.314212173,-0.141670007,0.079085622,0.222282182,-0.110351386,0.203393505,0.093116277,0.099022656,0.279373031,0.074230997,0.149841032,0.078168147,0.165022812,0.284525961,0.08568546,0.174034426,0.176373819,0.172814184,0.173258722,0.158564398,0.178203068,0.26098854,0.116342067,0.165639848,0.094321725,0.139553589,0.064860548,0.157094395,0.155053894,0.094085116,0.158213662,0.007689126,0.175788657,0.179257479,0.270733975,0.293831277,0.106596458,0.144626043,0.189721924,0.155662839,0.088380296,0.186723598,-0.015429126,0.117286858,0.183251939,-0.018742776,0.200203928,0.18434029,0.111367863,0.108669052,0.176133278,0.106435078,0.131572738,0.204289372,0.122116907,0.138229155,0.206694421,-0.062668454
O15355,0.042292644,0.252274846,-0.094947066,0.257414684,-0.404195776,0.339856652,-0.090884907,-0.090222225,0.477024212,-0.246778627,0.255453578,0.248799136,-0.144789901,0.547978871,-0.486009819,0.518078348,0.165590662,0.015292077,-0.275880527,-0.202879177,0.50723639,0.199494695,0.505320326,0.332908233,0.038530191,-0.266927961,-0.341525738,0.449229877,0.384988687,-0.054380344,-0.233069512,-0.123855488,-0.585142847,0.142211417,0.467137499,0.531297378,-0.516134815,0.049668306,-0.188489425,-0.352422885,-0.101337646,0.423473665,-0.053943335,-0.356119457,0.358215083,-0.119756013,-0.440428892,0.062955145,0.091890217,0.623715684,0.191998025,0.134432933,0.205018757,0.628768548,0.381627207,0.515502324,0.263600995,0.500696737,0.163773112,0.277837869,0.055249932,0.37800748,0.400814938,0.426730583,0.424690082,-0.143117255,0.497356596,0.251271285,0.516002397,0.030641357,0.514639302,0.449602045,0.444540098,0.174369424,0.422788138,0.390799076,0.403471259,0.26446038,0.264015168,0.269101939,0.633640691,0.163932297,0.342045508,0.473983049,0.046491901,0.488661651,0.432519476,0.486427676,-0.417019713,-0.0229533,0.279454093,0.329481897,0.307021321,-0.164972537
O15371,-0.391995727,0.217936745,0.20884446,0.223076583,0.199941415,0.193508371,0.214426064,0.181775304,0.523834781,0.265959863,0.191296119,0.19538833,0.269490239,-0.109087531,0.282335297,0.244207282,0.27188078,0.281592706,0.287438594,-0.050104596,-0.45831679,-0.027426381,0.277901855,0.183926742,0.156666787,0.142656878,0.155083038,0.144220945,-0.172687894,0.132003825,0.154952246,0.1476106,0.17364346,-0.455933782,-0.032627411,0.189719883,-0.218488116,0.157293123,0.157031553,-0.107815289,0.128603359,0.153590089,0.209404477,0.202245582,0.088297415,0.088020983,0.181616191,0.206882395,0.096861039,0.480388684,-0.150503781,0.451986662,-0.067828074,0.485441549,-0.071823994,0.550761173,0.019869812,0.535955586,-0.219161918,0.226235144,0.111558427,0.276848773,0.396116148,0.390849495,0.388808995,-0.191971775,0.222040983,-0.251775396,0.505681784,-0.018971552,0.504318689,0.359621776,0.289014391,0.247089251,0.267262431,0.349951316,0.270798229,0.406347968,-0.070939181,0.410989527,0.405167553,-0.07425283,0.086157732,0.456256675,-0.1772477,0.470935277,0.448049664,0.468701302,0.237300634,0.151438476,0.123186968,0.140001033,0.117540456,0.121671442
O15372,0.109124303,0.033843342,-0.186610202,0.03898318,-0.195513247,-0.20194629,0.179324022,-0.213679358,-0.335302282,0.128939706,0.357449735,-0.160651902,0.132470081,-0.290704955,0.145315139,0.20910524,0.123955421,0.133667347,-0.34356403,-0.065329071,-0.316487028,-0.241739682,0.333438304,0.218817542,0.306773499,-0.277266809,-0.264840648,0.294327656,-0.178595419,0.115857264,-0.061674989,0.431375824,-0.151032127,-0.296302484,-0.171772941,0.21753727,-0.31876924,-0.173835131,-0.1740967,-0.256766927,0.152551013,0.114125565,-0.075088884,0.111192655,0.287289133,-0.377853921,0.090563264,0.312254594,-0.274843357,-0.054129259,0.011614275,0.40142824,-0.171521658,-0.175081294,-0.269244821,0.254464497,-0.264300474,0.23965891,-0.178125103,0.065924866,0.340328715,0.302030687,-0.217104597,-0.22237125,-0.11058946,0.18085725,0.277703075,-0.294248475,0.269494434,0.298746892,-0.136755051,0.145174006,0.155909211,0.113984071,0.134157251,0.151181355,0.137693049,0.083184186,-0.290013079,-0.284926308,0.017650499,-0.096446836,-0.14224024,-0.158103878,0.071431403,-0.143425276,-0.020642003,-0.14565925,0.169093631,-0.10717008,0.068850089,-0.035774814,-0.058235391,-0.344901597
